id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec,ms_bm25,ms_dense,ms_sparse,ms_fusion,ms_rerank,ms_facts,ms_expand,ms_process,ms_hcx,ms_total,ms_other,n_searches
G0011,한전기술의 2023년 04월 단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한전기술,exchange,"25,605,030,000",1,"한전기술의 2023년 04월 단일판매ㆍ공급계약체결에 기재된 계약금액은 다음과 같습니다:  1. 2023년도 가동원전 계통설계 기술용역의 계약금액은 25,605,030,000원입니다. 2. 2023년도 가동원전 긴급지원 기술용역의 계약금액은 31,927,060,000원입니다.  따라서, 해당 날짜의 단일판매ㆍ공급계약체결에 기재된 계약금액은 위 두 가지 계약을 합친 금액인 57,532,090,000원이 됩니다.  근거: report_id(exchange_20230417800192, exchange_20230417800224)",1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,3,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.48,185.8,69.4,415.3,0.0,684.7,55.5,0.1,0.1,3123.7,4481.9,0.0,1
G0012,HD현대중공업의 2025년 09월 단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,HD현대중공업,exchange,"409,500,000,000",1,"질문하신 HD현대중공업의 2025년 09월 단일판매ㆍ공급계약체결에 기재된 계약금액은 409,500,000,000원입니다.  근거: report_id(exchange_20250908800058)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.72,221.7,75.2,422.5,0.0,1235.0,49.5,0.0,0.1,1757.1,3716.5,0.0,1
G0013,메리츠금융지주의 2023년 03월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도말이후자기주식취득금액은 얼마인가?,메리츠금융지주,major,"136,602",1,"메리츠금융지주의 2023년 03월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도말이후자기주식취득금액은 다음과 같습니다:  - 2023년 9월 21일 공시 기준: 144,401백만 원 - 2023년 3월 17일 공시 기준: 136,602백만 원  두 값 중 어떤 것을 선택해야 할지 명확하지 않으므로, 두 값을 모두 제시합니다.  근거: report_id(major_20230921000274), report_id(major_20230317000698)",1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,2,2,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.93,280.8,100.1,435.3,0.0,1089.3,24.3,0.1,0.2,3021.0,4929.4,0.0,1
G0014,셀트리온의 2025년 09월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후자기주식취득금액은 얼마인가?,셀트리온,major,"803,536,571,247",1,"직전사업연도말이후자기주식취득금액은 다음과 같습니다:  - 2025년 9월 17일: 803,536,571,247원 - 2025년 7월 21일: 671,906,623,127원 - 2025년 6월 26일: 571,838,768,647원 - 2025년 5월 28일: 471,770,232,195원 - 2025년 4월 28일: 340,672,713,100원 - 2025년 4월 3일: 245,186,546,630원 - 2025년 3월 21일: 636,936,855,907원 - 2025년 2월 19일: 535,069,570,177원  질문에 시점이 명시되지 않았으므로 해당 정보를 모두 제공합니다.  근거: fact [major_20250917000073, major_20250721000035, major_20250626000003, major_20250528000403, major_20250428000097, major_20250403000024, major_20250321000011, major_20250219000002]",1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.125,,8,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,9.13,241.9,79.2,430.7,0.0,2959.7,32.5,0.1,0.2,5414.3,9129.8,0.0,1
G0015,OCI홀딩스의 2023년 09월 [기재정정]주요사항보고서(유상증자결정)에 기재된 산술평균D=(A+B+C)/3는 얼마인가?,OCI홀딩스,major,"141,238.2",1,"산술평균 $D$는 $(A + B + C) / 3$이므로,  $$D = \frac{139,000 + 145,060 + 139,655}{3} = \frac{423,715}{3} = 141,238.33$$  그러나 소수점 첫째 자리에서 반올림하여 $141,238$원이 됩니다.  따라서, OCI홀딩스의 2023년 09월 [기재정정]주요사항보고서에 기재된 산술평균 $D$는 $\boxed{141,238}$원입니다.  근거: FACT (major_20230921000281)",0,0,0,value,1,0,0,,,0,0,2,1,0,1,0.5,0.5,1.0,1.0,산술평균D=(A+B+C)/3,6,0,1,1,0,답변실패,0,1,0,141238 / 141238.33 / 423715,answered,1,0,none,closed,calculate,,6.85,287.6,81.8,48.0,0.1,3275.3,85.3,0.1,0.2,3152.2,6848.5,0.0,1
G0016,한화오션의 2025년 11월 단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한화오션,exchange,"757,700,000,000",1,"한화오션의 2025년 11월 단일판매ㆍ공급계약체결 중 VLCC 4척의 계약금액은 757,700,000,000원입니다.  근거: report_id(exchange_20251124800090)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,34.47,44.4,77.6,440.1,0.0,1855.5,7.0,0.1,0.1,32045.5,34467.8,0.0,1
G0017,현대건설의 2023년 09월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,현대건설,exchange,5.77,1,현대건설의 2023년 09월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 5.77%입니다.  근거: report_id(exchange_20230918800156),1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.67,237.7,71.8,415.1,0.0,1302.9,90.7,0.1,0.2,1639.0,3669.2,0.0,1
G0018,한국항공우주의 2024년 03월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,한국항공우주,exchange,"2,786,023,511,399",1,"최근매출액은 2,786,023,511,399원입니다.  근거: exchange_20240326800001::main::C1, exchange_20240326800003::main::C1",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,0.5,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,2.9,247.8,69.8,430.4,0.0,493.6,0.0,0.0,0.0,1655.3,2899.0,2.1,1
G0019,셀트리온의 2023년 09월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,셀트리온,exchange,18.55,1,셀트리온의 2023년 09월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 18.55%입니다.  근거: FACT(exchange_20230925800006),1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,5.07,22.6,74.2,68.3,0.0,3261.4,5.9,0.1,0.2,1640.6,5069.9,0.0,1
G0020,대우건설의 2025년 11월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,대우건설,exchange,"707,892,655,000",1,"707,892,655,000   근거: report_id(exchange_20251121800001)",1,1,1,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,1.0,1.0,계약금액,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.15,210.2,81.4,432.5,0.0,1077.3,57.9,0.1,0.2,1340.4,3144.9,0.0,1
G0021,대우건설의 2025년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,대우건설,exchange,"8,136,705,736,642",1,"최근매출액은 8,685,207,679,669원입니다.  근거: report_id(exchange_20250730800107::main::C1)",0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,1,0,1,1,0,답변실패,1,1,1,,answered,1,0,none,closed,lookup,,3.05,30.6,74.6,430.0,0.0,1077.2,0.0,0.0,0.0,1438.9,3053.7,2.3,1
G0022,삼성바이오로직스의 2025년 11월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,삼성바이오로직스,exchange,"535,805,801,067",1,"최근매출액은 4,547,322,176,421원입니다.  근거: exchange_20251106800105::main::C1",0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,1,0,1,1,0,답변실패,1,1,1,,answered,1,0,none,closed,lookup,,2.98,225.3,71.4,432.8,0.0,743.3,0.0,0.0,0.0,1502.6,2977.8,2.4,1
G0023,한화오션의 2025년 08월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,한화오션,exchange,"10,776,000,000,000",1,"최근매출액(원): 10,776,000,000,000   근거: exchange_20250827800001, exchange_20250729800036, exchange_20250722800022, exchange_20250729800308, exchange_20250905800030, exchange_20251001800067, exchange_20250917800008",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,0.1429,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,75.07,39.5,68.4,415.7,0.0,1839.3,0.0,0.0,0.0,72706.1,75071.2,2.0,1
G0024,두산에너빌리티의 신규시설투자등에 기재된 투자금액은 얼마인가?,두산에너빌리티,exchange,"806,800,000,000",1,"투자금액: 806,800,000,000원   근거: report_id(exchange_20251217800832)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.45,255.2,89.0,380.5,0.0,1532.8,31.0,0.1,0.2,1189.1,3449.1,0.0,1
G0025,삼성중공업의 2023년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,삼성중공업,exchange,11.7,1,삼성중공업의 2023년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 11.7%입니다.  근거: report_id(exchange_20230703800336),1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,2.38,35.9,69.9,451.9,0.0,301.1,1.1,0.0,0.1,1519.3,2380.4,1.1,1
G0026,현대건설의 2024년 05월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,현대건설,exchange,"21,239,081,840,150",1,현대건설의 2024년 05월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 확인할 수 없습니다.   근거: report_id(exchange_20241224800517),0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,0,0,0,0,1,거부(검색실패),1,1,1,,answered,1,0,none,closed,lookup,,2.38,42.3,70.4,431.2,0.0,358.5,0.0,0.0,0.0,1474.1,2378.6,2.1,1
G0027,현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후정기주주총회에서결의된이익배당금액및관련이익준비금은 얼마인가?,현대자동차,major,"2,212,882,029,900",1,"현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후 정기주주총회에서 결의된 이익배당금액 및 관련 이익준비금은 **2,212,882,029,900원**입니다.  근거: EVIDENCE 1",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,1,1,1,1,0,정답,1,0,0,,answered,1,0,none,closed,lookup,,3.93,255.0,81.8,441.0,0.0,1013.9,0.0,0.1,0.0,2134.2,3928.2,2.2,1
G0028,신한지주의 2024년 02월 주요사항보고서(자기주식취득결정)에 기재된 자본금의액은 얼마인가?,신한지주,major,"2,969,641,060,000",1,"자본금의액: 2,969,641,060,000원   근거: report_id(major_20241025000162), report_id(major_20240426000306), report_id(major_20240208000535)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.3333,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.34,262.2,96.0,442.2,0.0,1789.8,24.7,0.1,0.2,1748.0,4341.8,0.0,1
G0029,한전기술의 2026년 02월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한전기술,exchange,"24,725,295,030",1,"한전기술의 2026년 02월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 다음과 같습니다:  1. 하동복합 1호기 건설사업 종합설계기술용역: 24,725,295,030원 2. 신고리원자력발전소 5,6호기 원자로계통설계: 214,781,736,017원  근거: report_id(exchange_20260209801845), report_id(exchange_20260109800243)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,2,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.03,41.1,67.5,459.1,0.0,183.6,0.9,0.0,0.1,2273.2,3026.8,1.2,1
G0030,한화에어로스페이스의 2025년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한화에어로스페이스,exchange,"351,758,967,000",1,"한화에어로스페이스의 2025년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 351,758,967,000원입니다.  근거: report_id(exchange_20250724800230)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.18,237.8,86.8,429.4,0.0,618.7,67.5,0.0,0.2,1805.1,3181.2,0.0,1
G0031,셀트리온의 2023년 03월 주요사항보고서(자기주식취득결정)에 기재된 자본금의액은 얼마인가?,셀트리온,major,"137,947,128,000",1,"자본금의 액: 137,947,128,000원  근거: report_id(major_20230303000185)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,76.12,35.6,74.3,443.9,0.1,2752.3,3.9,0.0,0.2,72805.5,76114.4,0.0,1
G0032,현대건설의 2023년 11월 [기재정정]단일판매ㆍ공급계약체결(자율공시)에 기재된 최근매출액은 얼마인가?,현대건설,exchange,"18,825,014,316,041",1,"현대건설의 2023년 11월 [기재정정]단일판매ㆍ공급계약체결(자율공시)에 기재된 최근매출액은 21,239,081,840,150원입니다.  근거: exchange_20231108800059::main::C1",0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,1,0,0,0,0,검색실패,1,1,1,,answered,1,0,none,closed,lookup,,3.49,73.8,280.2,547.6,0.0,737.5,0.0,0.1,0.0,1852.0,3494.2,2.9,1
G0033,LG에너지솔루션의 2025년 12월 단일판매ㆍ공급계약해지에 기재된 해지금액은 얼마인가?,LG에너지솔루션,exchange,"3,921,711,000,000",1,"LG에너지솔루션의 2025년 12월 단일판매ㆍ공급계약해지에 기재된 해지금액은 다음과 같습니다:  1. 2025년 12월 26일에 해지된 계약의 해지금액: 3,921,711,000,000원   2. 2025년 12월 17일에 해지된 계약의 해지금액: 9,603,075,000,000원    두 계약 모두 2025년 12월에 해지되었으므로, 요청하신 정보에 해당합니다.   근거: report_id(exchange_20251226800706), report_id(exchange_20251217800800)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,2,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.57,38.7,75.3,423.1,0.0,887.0,3.7,0.0,0.2,3139.1,4565.6,0.0,1
G0034,한화에어로스페이스의 2025년 04월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,한화에어로스페이스,exchange,"11,240,121,484,118",1,"한화에어로스페이스의 2025년 04월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 다음과 같습니다:  1. 2025년 04월 07일 공시된 폴란드 K9 자주포 차체 수출사업의 경우, 최근매출액은 11,240,121,484,118원입니다. 2. 2025년 04월 03일 공시된 인도 K9 자주포 2차 수출사업(구성품 공급)의 경우, 최근매출액은 동일하게 11,240,121,484,118원입니다.  두 공시 모두 동일한 최근매출액을 기재하고 있으므로, 한화에어로스페이스의 2025년 04월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 11,240,121,484,118원입니다.  근거: exchange_20250407801158::main::C1, exchange_20250403800374::main::C1",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,0.5,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,5.79,29.5,76.0,427.0,0.0,1257.8,0.0,0.0,0.0,4000.9,5793.1,1.9,1
G0035,한미반도체의 2024년 11월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 자기주식취득금액한도는 얼마인가?,한미반도체,major,"174,268,158,588",1,"한미반도체의 2024년 11월 주요사항보고서에 기재된 자기주식취득금액한도는 174,268,158,588원입니다.  근거: FACT [report_id: major_20241112000137]",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.76,187.4,123.2,450.6,0.0,2309.9,20.0,0.1,0.1,1682.9,4757.1,0.0,1
G0036,고려아연의 2023년 11월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도말이후이사회에서결의된분기ㆍ중간배당금액및관련이익준비금은 얼마인가?,고려아연,major,"198,631,580,000",1,"고려아연의 2023년 11월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도말이후 이사회에서 결의된 분기ㆍ중간배당금액 및 관련 이익준비금은 다음과 같습니다:  - 분기ㆍ중간배당금액: 198,631,580,000원   - 관련 이익준비금: 198,631,580,000원    근거: major_20231109000193::main::C3, major_20231109000193::main::C2",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.55,314.0,246.9,442.8,0.0,590.6,0.0,0.1,0.0,2952.0,4549.0,2.7,1
G0037,신한지주의 2024년 02월 주요사항보고서(자기주식취득결정)에 기재된 순자산액은 얼마인가?,신한지주,major,"26,099,140,212,557",1,"순자산액: 26,099,140,212,557 원   근거: report_id(major_20241025000162), report_id(major_20240426000306), report_id(major_20240208000535)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.3333,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.34,78.5,119.8,548.9,0.0,1774.1,2.3,0.1,0.2,1818.9,4343.2,0.4,1
G0038,메리츠금융지주의 2026년 02월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 대통령령이정하는미실현이익은 얼마인가?,메리츠금융지주,major,"27,549",1,"대통령령이 정하는 미실현이익은 다음과 같습니다:  1. 2026년 2월 9일 공시 기준: 27,549백만 원   2. 2026년 3월 26일 공시 기준: 26,205백만 원    근거: report_id(major_20260209000461), report_id(major_20260326000277)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,2,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,34.4,82.0,99.8,448.3,0.0,1007.0,1.0,0.0,0.2,32755.4,34395.0,1.2,1
G0039,현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도까지적립된자본준비금과이익준비금의합계액은 얼마인가?,현대자동차,major,"5,021,437,171,806",1,"현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도까지 적립된 자본준비금과 이익준비금의 합계액은 **5,021,437,171,806원**입니다.  근거: report_id(major_20241127000199)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.77,39.3,86.4,540.0,0.0,1039.9,2.0,0.1,0.2,2060.2,3768.3,0.1,1
G0040,두산로보틱스의 유상증자결정에 기재된 1주당액면가액은 얼마인가?,두산로보틱스,major,500,1,500원   근거: report_id(major_20230823000334),1,1,1,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,1.0,1.0,1주당액면가액,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,2.06,219.9,106.8,449.1,0.0,300.2,19.1,0.1,0.1,985.9,2064.0,0.0,1
