id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec,ms_bm25,ms_dense,ms_sparse,ms_fusion,ms_rerank,ms_facts,ms_expand,ms_process,ms_hcx,ms_total,ms_other,n_searches
S022,현대오토에버가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"아니오, 현대오토에버가 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.  근거: [전수 확인]",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,1,1,0,정답,1,0,0,,answered,1,0,none,closed,lookup,,2.79,181.2,85.9,826.0,0.0,538.3,0.0,0.0,0.0,1151.7,2786.9,3.7,2
S023,삼성E&A의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역이 있습니다.   다음은 삼성E&A의 단일판매ㆍ공급계약체결 공시가 정정된 사례들입니다:  1. **BAPCO Modernization Program(BMP)**      - 최초 공시일: 2022-10-07      - 정정 사유: 계약금액, 종료일 변경      - 정정 사항:        - 계약금액: 1,534,730,639,454 → 1,719,659,644,816        - 매출액 대비 비율: 21.90% → 24.53%        - 종료일: 2024-06-25 → 2025-10-26    2. **기흥 신규 연구라인 (구 용역동 부지)UT동/그린동 골조공사**      - 최초 공시일: 2024-12-05      - 정정 사유: 계약기간 변경      - 정정 사항:        - 종료일: 2025-09-30 → 미정 (발주처와 종료일 연장 협의 중)    3. **Crude Flexibility Project**      - 최초 공시일: 2022-08-11      - 정정 사유: 계약 종료일 변경      - 정정 사항:        - 종료일: 2023-10-27 → 2024-03-30    4. **평택 V2L 상층 ",0,0,1,required_any,1,2,2,1.0,,0,0,11,1,0,10,0.0909,0.9091,0.0,,계약(수주)일자 / 계약금액 / 계약상대 / 대규모법인여부 / 시작일 / 종료일 / 체결계약명 / 최근매출액 / 판매공급계약구분 / 판매공급지역,12,0,1,0,0,정답,1,0,0,,answered,1,0,none,mixed,correction_diff,,14.91,58.8,75.5,48.6,0.0,3252.0,19.1,0.1,0.9,11461.2,14905.1,0.0,1
S024,현대건설의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역이 있습니다. 현대건설의 단일판매ㆍ공급계약체결 공시가 여러 차례 정정되었습니다. 아래는 일부 정정된 사례들입니다:  1. **대조제1구역 주택재개발정비사업**    - 최초 공시: 2022년 7월 29일    - 정정 사유: 계약 금액 및 기간 변경    - 최초 계약금액: 580,653,479,709원 → 정정 후 계약금액: 837,286,000,000원    - 매출액 대비 비율: 3.21% → 4.63%    - 계약 기간: 2022년 10월 17일부터 2026년 10월 31일까지  2. **광명제11R구역 주택재개발정비사업**    - 최초 공시: 2021년 6월 1일    - 정정 사유: 변경계약 체결(공사금액, 공사기간)    - 최초 계약금액: 497,052,750,159원 → 정정 후 계약금액: 920,797,500,000원    - 매출액 대비 비율: 2.93% → 5.43%  3. **사우디 아미랄 (Amiral) 프로젝트 PKG #1,4**    - 최초 공시: 2023년 6월 13일    - 정정 사유: 계약금액 변경    - 최초 계약금액: 3,072,243,348,055원 → 정정 후 계약금액: 3,089,421,749,34",0,0,1,required_any,1,2,2,1.0,,0,0,11,2,0,9,0.1818,0.8182,0.0,,계약(수주)일자 / 계약상대 / 대규모법인여부 / 시작일 / 종료일 / 체결계약명 / 최근매출액 / 판매공급계약구분 / 판매공급지역,21,0,1,1,0,정답,1,0,0,,answered,1,0,none,mixed,correction_diff,,45.9,12.0,65.3,49.9,0.0,3253.8,13.3,0.1,0.7,42504.3,45896.4,0.0,1
S025,두산로보틱스의 주요사항보고서 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,정정 내역은 다음과 같습니다:  1. 첫 번째 정정 (2024년 7월 15일):    - 정정 전: 향후 회사구조개편에 관한 계획 부분에서 구체적인 합병 계획이 언급되지 않았습니다.    - 정정 후: 향후 회사구조개편에 관한 계획 부분에 두산로보틱스와 두산밥캣의 신속한 합병 계획이 추가되었습니다.  2. 두 번째 정정 (2024년 8월 29일):    - 정정 전: 두산밥캣과의 주식교환 계약이 여전히 유효하다고 가정되어 있었습니다.    - 정정 후: 두산밥캣과의 주식교환 계약이 해제되었다는 내용이 추가되었습니다.  3. 세 번째 정정 (2024년 9월 10일):    - 세부 내용은 제공되지 않았으므로 정확한 변동 사항을 파악하기 어렵습니다.  4. 네 번째 정정 (2024년 9월 25일):    - 세부 내용은 제공되지 않았으므로 정확한 변동 사항을 파악하기 어렵습니다.  5. 다섯 번째 정정 (2024년 10월 21일):    - 세부 내용은 제공되지 않았으므로 정확한 변동 사항을 파악하기 어렵습니다.  6. 여섯 번째 정정 (2024년 10월 22일):    - 세부 내용은 제공되지 않았으므로 정확한 변동 사항을 파악하기 어렵습니다.  7. 일곱 번,0,0,0,required_any,1,3,0,0.0,"64,400,000,000 / 합의해제 / D20 Capital",0,0,0,0,0,0,,,0.1538,1.0,,0,0,1,1,0,답변실패,1,1,0,,answered,1,0,none,mixed,correction_diff,,11.26,209.4,60.6,46.7,0.1,3256.8,0.0,0.0,0.0,7685.0,11262.5,4.0,1
S026,한화에어로스페이스의 주요사항보고서 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역이 있습니다. 한화에어로스페이스의 주요사항보고서(유상증자결정) 공시가 여러 차례 정정되었습니다. 아래는 주요 정정 사항들입니다:  1. 첫 번째 정정 (2025년 03월 26일):    - 정정 항목: 공정거래위원회 신고대상 여부    - 정정 사유: 특수관계인의 유상증자 참여 결정에 따른 정정    - 정정 전: 미해당    - 정정 후: 해당  2. 두 번째 정정 (2025년 06월 27일):    - 정정 항목: 신주 발행가액    - 정정 사유: 최종 발행가액 확정    - 정정 전: 예정발행가 보통주식 (원) 684,000, 확정예정일 2025년 06월 26일    - 정정 후: 확정발행가 보통주식 (원) 684,000, 확정예정일 -     - 정정 항목: 기타 투자판단에 참고할 사항    - 정정 사유: 기재 정정    - 정정 전: 구주주 배정 방식 및 일정    - 정정 후: 동일 내용 유지        - 정정 항목: 기타 투자판단에 참고할 사항    - 정정 사유: 최종 발행가액 확정    - 정정 전: 증권신고서 제출 예정일 2025년 05월 21일    - 정정 후: 증권신고서 제출 예정일 2025년 06월 27일  이러한 정",0,0,1,required_any,1,2,2,1.0,,0,0,0,0,0,0,,,0.2,1.0,,1,0,1,1,0,정답,1,1,0,,answered,1,0,none,mixed,correction_diff,,10.14,214.1,68.5,46.0,0.1,3256.8,0.0,0.0,0.0,6547.1,10137.6,4.9,1
S027,삼성전자의 사업보고서(2023.12)와 사업보고서(2025.12)를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,"### 2023년 12월 사업보고서와 2025년 12월 사업보고서 비교  #### 재무 지표 변화 1. **매출액**:     - 2023년: 258,935,494 백만원 → 2025년: 334,000,000 백만원    - 변화량: +75,064,506 백만원    - 증감률: 약 +29%  2. **영업이익**:     - 2023년: 6,566,976 백만원 → 2025년: 44,000,000 백만원    - 변화량: +37,433,024 백만원    - 증감률: 약 +570%  3. **당기순이익**:     - 2023년: 15,487,100 백만원 → 2025년: 33,686,601 백만원    - 변화량: +18,199,501 백만원    - 증감률: 약 +117%  4. **부채비율**:     - 2023년: 25.4% → 2025년: 29.9%    - 변화량: +4.5%p     5. **자기자본비율**:     - 2023년: 79.8% → 2025년: 77.0%    - 변화량: -2.8%p     6. **ROE(Return on Equity)**:     - 2023년: 4.3% → 2025년: 10.8%    - 변화량: +6.5",0,0,0,required,1,4,2,0.5,"333,605,938 / 43,601,051",0,0,0,0,0,0,,,1.0,1.0,,22,0,1,1,0,답변실패,0,1,0,117 / 334000000 / 37433024 / 44000000 / 570,answered,1,0,none,open,compare,,19.64,73.5,103.7,101.6,0.1,6485.2,0.0,9.2,0.0,12861.1,19639.0,4.6,2
S028,SK하이닉스의 사업보고서(2023.12)와 사업보고서(2025.12)를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,"### 핵심 사업 변화 1. **2023년 12월 기준**:      - 주요 사업은 DRAM, NAND Flash 및 MCP와 같은 메모리 반도체 제품이었습니다.      - 추가로 시스템 LSI 분야의 CIS(CMOS Image Sensor) 사업 및 Foundry 사업도 진행 중이었습니다.    2. **2025년 12월 기준**:      - 해당 정보는 제공되지 않았습니다.    > **근거:** EVIDENCE 1, Section: I. 회사의 개요 > 1. 회사의 개요  ---  ### 주요 재무지표 변화 #### 자산 총계 1. **2023년 12월 기준**: 92,949,387 백만 원   2. **2025년 12월 기준**: 168,903,929 백만 원    #### 부채 총계 1. **2023년 12월 기준**: 38,431,065 백만 원   2. **2025년 12월 기준**: 51,585,367 백만 원    #### 자본 총계 1. **2023년 12월 기준**: 54,518,322 백만 원   2. **2025년 12월 기준**: 117,318,562 백만 원    #### 매출액 1. **2023년 12월 기준**: 27,63",0,0,0,required,1,4,0,0.0,"32,765,719 / 97,146,675 / 7,730,313 / 47,206,319",0,0,0,0,0,0,,,1.0,1.0,,0,0,1,1,0,답변실패,1,1,1,,answered,1,0,none,open,compare,,15.51,17.7,114.7,96.5,0.1,6498.9,0.0,7.9,0.0,8770.5,15509.4,3.2,2
S029,한미반도체의 사업보고서(2023.12)와 사업보고서(2025.12)를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,"### 한미반도체 사업보고서 비교 (2023.12 vs 2025.12)  #### 1. 핵심 사업의 변화 - **2023.12**: 글로벌 경기 침체와 반도체 산업의 투자 위축 속에서도 인공지능(AI) 반도체에 탑재되는 고대역폭메모리(HBM) 수요 급증을 통해 SK하이닉스로부터 대규모 수주를 받음. - **2025.12**: 구체적인 사업 변화에 대한 정보는 제공되지 않았습니다.  #### 2. 주요 재무 지표 변화 ##### 매출액 - **2023.12**: 157,081,381,666원 - **2025.12**: 559,680,004,877원  ##### 영업이익 - **2023.12**: 37,841,121,161원 - **2025.12**: 242,363,715,065원  ##### 당기순이익 - **2023.12**: 271,233,993,739원 - **2025.12**: 208,275,784,005원  #### 3. 자산 및 부채 구조 변화 ##### 유동자산 - **2023.12**: 319,391,000,000원 - **2025.12**: 상세 정보 없음  ##### 비유동자산 - **2023.12**: 404,448,000,000원 - **",0,0,0,required,1,4,0,0.0,"159,009 / 576,685 / 34,571 / 251,390",0,0,0,0,0,0,,,1.0,1.0,,15,0,1,1,0,답변실패,0,1,0,001 / 105010000000 / 319391000000 / 404448000000 / 423000000,answered,1,0,none,open,compare,,15.91,15.5,114.2,100.2,0.1,6484.1,0.0,0.3,0.0,9191.0,15909.2,3.7,2
S030,디앤디파마텍이 2025년에 실시한 자금조달 내역을 유형별로 정리해줘.,,?,,0,"디앤디파마텍의 2025년 자금조달 내역은 다음과 같습니다.  ### 전환사채(CB) 발행 - **발행일자:** 2025년 6월 11일 - **권면총액:** 34,326,120,000원 - **자금조달 목적:**   - 운영자금: 19,650,000,000원   - 타법인 증권 취득자금: 14,676,120,000원 - **사채의 종류:** 전환사채 - **사채만기일:** 2055년 6월 20일 - **이자지급방법:** 매 분기마다 지급, 이연 가능 - **원금상환방법:** 만기상환방법 - **사채발행방법:** 사모  ### 타법인 주식 및 출자증권 양수 - **양수일자:** 2025년 6월 11일 - **취득목적:** Valted Seq, Inc.의 외부주주가 보유하고 있던 보통주 및 우선주 (25%)의 취득 - **취득가격:** 14,676,120,000원  ### 무상증자 - **공시일자:** 2025년 10월 29일 - **신주의 종류와 수:** 보통주식 32,568,957주 - **액면가액:** 500원 - **증자전 발행주식총수:** 보통주식 10,856,319주 - **신주배정기준일:** 2025년 11월 14일 - **신주의 상장 예정일:** 2",0,0,1,required,1,3,3,1.0,,0,0,0,0,0,0,,,1.0,0.5,,6,0,1,1,0,정답,1,1,1,,answered,1,0,none,open,summarize,,11.09,236.1,63.4,364.7,0.0,1852.6,0.0,0.1,0.0,8568.8,11088.1,2.4,1
S031,한화오션이 2023년에 실시한 자금조달 내역을 유형별로 정리해줘.,,?,,0,"한화오션이 2023년에 실시한 자금조달 내역은 다음과 같습니다:  ### 유상증자 1. **2023년 5월 23일**:      - **목적**: 채무상환자금      - **금액**: 141,292,658,080원    2. **2023년 8월 23일**:      - **목적**: 시설자금, 운영자금, 타법인 증권취득자금      - **금액**: 시설자금 570,000,000,000원, 운영자금 207,092,415,000원, 타법인 증권취득자금 720,000,000,000원    ### 전환사채권 발행 1. **2023년 6월 1일**:      - **목적**: 기타자금      - **금액**: 48,057,256,181원    위의 정보는 각 공시의 내용을 기반으로 작성되었습니다.   근거: EVIDENCE 1, EVIDENCE 3, EVIDENCE 4, EVIDENCE 5",0,0,0,required,1,3,1,0.3333,"1,497,092,415,000 / 16,730",4,1,0,0,0,0,,,0.0,,,5,0,1,1,0,답변실패,1,0,0,,answered,1,0,none,open,summarize,,7.64,224.3,71.5,41.3,0.0,3253.0,0.0,0.1,0.0,4047.1,7639.8,2.5,1
S032,에스엠이 2023년에 실시한 자금조달 내역을 유형별로 정리해줘.,,?,,0,"에스엠의 2023년 자금조달 내역은 다음과 같습니다:  ### 1. 전환사채(CB) 발행 - **공시일:** 2023년 3월 6일 - **목적:**    - 타법인 증권 취득자금: 105,222,000,000원 - **기타 정보:**   - 사채의 권면총액: 105,222,000,000원   - 만기일: 2028년 3월 6일   - 표면이자율 및 만기이자율: 각각 0%   - 이자지급방법: 표면이자는 없으며, 만기 시 별도 이자도 지급하지 않음. 다만, 연체 시 연복리 15%의 연체이자가 부과됨.   - 원금상환방법: 만기일에 전자등록금액의 100%를 일시에 상환  ### 2. 유상증자 #### 첫 번째 유상증자 - **공시일:** 2023년 2월 24일 - **목적:**    - 타법인 증권 취득자금: 111,930,000,000원 - **기타 정보:**   - 신주 발행수: 보통주식 1,230,000주   - 1주당 액면가액: 500원   - 신주 발행가액: 보통주식 91,000원   - 증자 방식: 제3자배정증자  #### 두 번째 유상증자 - **공시일:** 2023년 3월 6일 - **목적:**    - 타법인 증권 취득자금: 111,930,000,",0,0,0,required,1,4,2,0.5,가처분 / 해제,0,0,0,0,0,0,,,0.0,,,6,0,1,1,0,답변실패,0,0,0,100,answered,1,0,none,open,summarize,,13.25,226.2,62.2,368.7,0.0,2099.4,0.0,0.1,0.0,10489.2,13248.5,2.6,1
S033,SK하이닉스의 2024년 신규시설투자등 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,"다음은 2024년 SK하이닉스의 신규시설투자등에 대한 주요 내용입니다:  ### 첫 번째 투자 - **투자구분**: 시설증설 - **투자대상**: 청주 M15X 건설 - **투자금액**: 5,296,200,000,000원 - **자기자본**: 53,503,752,397,611원 - **자기자본대비 비율**: 9.90% - **대규모법인 여부**: 해당 - **투자목적**: 선제적인 반도체 수요 대응을 위한 차세대 DRAM 생산능력 확장 - **투자기간**:    - 시작일: 2024-04-24   - 종료일: 2026-10-30 - **이사회결의일**: 2024-04-24  ### 두 번째 투자 - **투자구분**: 신규시설투자 - **투자대상**: 용인 반도체 클러스터 내 신규 Fab 건설 - **투자금액**: 9,411,500,000,000원 - **자기자본**: 53,503,752,397,611원 - **자기자본대비 비율**: 17.59% - **대규모법인 여부**: 해당 - **투자목적**: AI 반도체 수요 대응 및 미래 성장 동력 확보 - **투자기간**:    - 시작일: 2024-08-01   - 종료일: 2028-12-31 - **이사회결의일",0,0,1,required,1,5,5,1.0,,0,0,11,10,0,1,0.9091,0.0909,1.0,0.3333,기타투자판단과관련한중요사항,9,0,1,1,0,정답,1,1,1,,answered,1,0,none,open,summarize,,12.41,54.3,69.0,432.6,0.0,238.2,8.6,0.0,0.1,11610.1,12407.3,0.0,1
S034,한미반도체의 2025년 신규시설투자등 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,"다음은 한미반도체의 2025년 신규시설투자등 공시의 주요 내용입니다:  ### 신규시설투자 - **투자구분**: 신규시설투자 - **투자대상**: 한미반도체 7공장 - **투자금액**: 28,480,000,000원 - **자기자본**: 540,887,863,389원 - **자기자본대비 비율**: 5.26% - **대규모법인 여부**: 해당 없음 - **투자목적**: 차세대 프리미엄 HBM 생산에 대응하기 위해 최신식 하이브리드 본더 전용 공장 건축 - **투자기간**:    - **시작일**: 2025-08-01   - **종료일**: 2026-11-30 - **이사회 결의일**: 2025-06-20 - **기타 중요 사항**:   1. 자기자본은 한국채택국제회계기준(K-IFRS)에 따라 작성된 2024년 말 연결재무제표 기준임.   2. 투자금액은 부가가치세(VAT) 포함 금액임.   3. 투자금액 및 투자 기간은 향후 공사 진행 경과 및 경영 환경 등의 변화에 따라 변동될 수 있음.  ### 공급계약 체결 내역 #### 1. 첫 번째 계약 - **계약 구분**: 기타 판매·공급계약 - **계약 금액**: 1,567,500,000원 - **최근 매출액 대비",0,0,1,required,1,5,5,1.0,,0,0,11,10,0,1,0.9091,0.0909,1.0,0.2,기타투자판단과관련한중요사항,11,0,1,1,0,정답,1,1,1,,answered,1,0,none,open,summarize,,15.7,20.1,66.5,428.2,0.0,298.6,63.7,0.0,0.1,14884.0,15700.5,0.0,1
S035,LG이노텍의 2024년 신규시설투자등 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,"LG이노텍의 2024년 신규시설투자등에 대한 주요 내용은 다음과 같습니다:  ### 첫 번째 공시 (2024년 2월 20일) - **투자 구분**: 신규시설투자 - **투자 대상**: 광학솔루션사업부 시설투자 - **투자 금액**: 383,000,000,000원 - **자기 자본**: 4,265,792,959,339원 - **자기 자본 대비 비율**: 9.0% - **대규모 법인 여부**: 해당 - **투자 목적**: 광학솔루션 사업 신모델 대응 및 경쟁력 강화 - **투자 기간**: 시작일 2024-02-20, 종료일 2024-12-31 - **이사회 결의일**: 2024-02-20 - **기타 투자 판단 관련 중요 사항**:   1. 자기 자본은 2022년 말 연결재무제표 기준임.   2. 투자 금액 및 기간은 향후 변경 가능함.   3. 감사위원은 전원 사외이사로 구성됨.  ### 두 번째 공시 (2024년 11월 21일) - **투자 구분**: 신규시설투자 - **투자 대상**: 광학솔루션사업부 시설투자 - **투자 금액**: 375,900,000,000원 - **자기 자본**: 4,714,574,536,068원 - **자기 자본 대비 비율**: 8.",0,0,1,required,1,5,5,1.0,,0,0,11,10,0,1,0.9091,0.0909,1.0,0.5,기타투자판단과관련한중요사항,6,0,1,1,0,정답,1,1,1,,answered,1,0,none,open,summarize,,9.74,214.6,77.0,426.6,0.0,143.8,194.4,0.0,0.1,8871.6,9736.5,0.0,1
S036,레인보우로보틱스의 2024년 신규시설투자등 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,"레인보우로보틱스의 2024년 신규시설투자등 공시의 주요 내용을 정리하겠습니다.  ### 투자판단 관련 주요경영사항 - **국책과제 선정**: 레인보우로보틱스는 산업통상자원부와 방위사업청이 주관하는 민군겸용 기술개발사업의 신규과제 주관기관으로 선정되었습니다. - **사업명**: 비정형 복잡한 환경에서 매니퓰레이터(로봇팔)를 이용한 다중 임무용 다족형 로봇의 통합운동제어 기술 개발 - **공동연구기관**: 한국과학기술원(KAIST), 한국기술교육대학교 등 - **수행 기간**: 2022년 6월 1일부터 2027년 5월 31일까지 - **총 사업비**: 14,904,338,000원   - **정부출연금**: 12,124,000,000원   - **기업부담금**: 2,780,338,000원 (당사 현물: 1,801,200,000원, 현금: 200,135,000원) - **자기자본(연결)**: 47,887,486,275원 - **자기자본대비 정부출연금 비율**: 13.04%    ### 단일판매ㆍ공급계약체결 1. **로봇 주방자동화 사업 관련 협동로봇 공급계약**    - **계약금액**: 1,500,001,800원    - **최근 매출액 대비 비율**: 11.0%",0,0,0,required,1,5,0,0.0,"27,850,000,000 / 21.3 / 2024-05-16 / 2025-12-15 / 사옥",0,0,11,2,0,9,0.1818,0.8182,0.0,0.0,기타투자판단과관련한중요사항 / 대규모법인여부 / 시작일 / 이사회결의일 / 종료일 / 투자구분 / 투자금액 / 투자대상 / 투자목적,13,0,0,0,1,거부(검색실패),1,1,1,,answered,1,2,none,open,summarize,,16.14,272.8,127.3,1343.5,0.0,1333.6,259.9,0.1,0.6,13054.8,16136.4,0.0,3
S037,두산로보틱스의 2025년 투자판단관련주요경영사항 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,"- 이사회결의일(결정일)또는사실확인일: 2025-02-05     - 근거: 두산로보틱스/투자판단 관련 주요경영사항/(2025.02.05)투자판단 관련 주요경영사항 [report_id: exchange_20250205800058]  - 제목: 자동차 제조용 협동 로봇 판매를 위한 양해각서(MOU) 체결     - 근거: 두산로보틱스/투자판단 관련 주요경영사항/(2025.02.05)투자판단 관련 주요경영사항 [report_id: exchange_20250205800058]  - 주요내용: 당사는 태국 소재 로보틱스 솔루션 개발 전문 기업인 VRNJ Co.,Ltd.(이하 VRNJ)와 향후 2년간 태국소재 자동차 및 연관 산업 부품업체를 포함하여 인도네시아, 필리핀, 베트남 등 아시아지역에 당사 협동 로봇을 판매하는 MOU 계약을 아래와 같이 체결하였습니다.     1) 상대방: VRNJ Co., Ltd.     2) 계약 내용: 협동 로봇 300대     - 판매대상 제조공정: Parts finishing, Palletizing, Injection/Inspection, Pick&Place     3) 계약기간: 2025년 2월 5일 ~ 2026년 12월 31일 ",0,0,1,required,1,4,4,1.0,,0,0,3,3,0,0,1.0,0.0,1.0,1.0,,0,0,1,1,1,정답,1,1,1,,answered,1,2,none,open,summarize,,7.65,61.7,104.5,1295.0,0.0,250.2,5.4,0.0,0.1,5933.8,7648.1,0.0,3
S038,LG에너지솔루션의 2023년 투자판단관련주요경영사항 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,required,1,3,0,0.0,FEPS / 19GWh / 2024년,0,0,3,0,0,3,0.0,1.0,0.0,,이사회결의일(결정일)또는사실확인일 / 제목 / 주요내용,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,open,summarize,,1.51,96.2,116.1,1292.0,0.0,0.0,35.6,0.0,0.0,,1506.6,0.0,3
