id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec
S011,"두산에너빌리티와 한전기술 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"두산에너빌리티 (두산에너빌리티 4,928,968,079,043 vs 한전기술 1,250,850,298,678)",1,"두산에너빌리티와 한전기술 각각의 단일판매·공급계약 중 최대 계약금액은 다음과 같습니다:  - 두산에너빌리티의 최대 계약금액: 4,928,968,079,043원 - 한전기술의 최대 계약금액: 1,250,850,298,678원  따라서, 최대 계약금액이 더 큰 기업은 두산에너빌리티입니다.  근거:  - 두산에너빌리티 최대 계약금액: [exchange_20251216801147], [exchange_20230329801108], [exchange_20250313800043], [exchange_20231211800611] - 한전기술 최대 계약금액: [exchange_20251212801320]",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.4,,2,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,compare,,19.43
S012,"현대건설과 삼성E&A 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"현대건설 (현대건설 4,390,170,544,000 vs 삼성E&A 2,897,903,803,942)",1,"현대건설의 최대 계약금액은 4,390,170,544,000원이고, 삼성E&A의 최대 계약금액은 2,897,903,803,942원입니다. 따라서 더 큰 계약금액을 가진 기업은 현대건설입니다.  근거: EVIDENCE 1, EVIDENCE 2, EVIDENCE 3, EVIDENCE 4, EVIDENCE 5, EVIDENCE 6, EVIDENCE 7, EVIDENCE 8, EVIDENCE 9",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,,,2,0,0,0,0,정답,1,0,0,,answered,1,0,none,closed,compare,,9.72
S013,"현대글로비스와 HMM 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"현대글로비스 (현대글로비스 3,365,500,000,000 vs HMM 1,282,363,356,560)",1,"현대글로비스의 단일판매·공급계약 중 최대 계약금액은 3,365,500,000,000원이고, HMM의 단일판매·공급계약 중 최대 계약금액은 1,282,363,356,560원입니다. 따라서 최대 계약금액이 더 큰 기업은 현대글로비스입니다.  근거:  - 현대글로비스 최대 계약금액: 3,365,500,000,000원 [report_id: exchange_20241231800103] - HMM 최대 계약금액: 1,282,363,356,560원 [report_id: exchange_20231027800429]",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,compare,,14.17
S014,"삼성바이오로직스와 셀트리온 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"삼성바이오로직스 (삼성바이오로직스 2,074,694,843,000 vs 셀트리온 423,600,000,000)",1,"삼성바이오로직스의 단일판매·공급계약 중 최대 계약금액은 2,074,694,843,000원이고, 셀트리온의 단일판매·공급계약 중 최대 계약금액은 423,600,000,000원입니다. 따라서 더 큰 계약을 맺은 기업은 삼성바이오로직스입니다.  근거: exchange_20250114800022, exchange_20230925800006",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,compare,,10.05
S015,LG에너지솔루션이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"LG에너지솔루션이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다.   첫 번째 해지된 계약은 다음과 같습니다: - 계약상대: Ford Motor Company - 해지 주요사유: 거래 상대방의 계약 해지 통보 - 해지일자: 2025년 12월 17일 - 해지금액(원): 9,603,075,000,000 - 최근매출액(원): 33,745,469,740,463 - 매출액대비(%): 28.5 - 계약기간: 2027년 1월 1일부터 2032년 12월 31일까지  두 번째 해지된 계약은 다음과 같습니다: - 계약상대: Freudenberg Battery Power Systems, LLC - 해지 주요사유: 계약상대의 배터리 사업 철수로 상호 합의에 의한 계약 해지 - 해지일자: 2025년 12월 26일 - 해지금액(원): 3,921,711,000,000 - 최근매출액(원): 33,745,469,740,463 - 매출액대비(%): 11.6 - 계약기간: 2024년 4월 1일부터 2031년 12월 31일까지  근거: exchange_20251217800800, exchange_20251226800706",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,5,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,16.83
S016,한미약품이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"한미약품이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다.   해지된 계약은 ""(주)제넥신과의 코로나19 백신 위탁생산 계약해지 합의""입니다. 해당 계약의 해지금액은 23,419,586,850원이며, 해지 주요 사유는 ""계약상대방의 코로나19 백신(GX-19N) 개발 중단 결정""입니다. 해지 일자는 2023년 2월 27일입니다.  근거: report_id(exchange_20230227800485)",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,1,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,15.31
S017,삼성중공업이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, 삼성중공업이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다. 다음은 해지된 계약들의 상세 내역입니다:  1. **블록 및 기자재 공급계약**    - 해지금액: 2,807,200,000,000원    - 계약상대: 유럽 지역 선주    - 계약기간: 2020-11-20 ~     - 해지일자: 2025-06-18    - 해지 주요사유: 선주사의 위법한 계약해지    - 관련 공시: [exchange_20250618800388](https://dart.fss.or.kr/dsaf001/main.do?cn=20250618&item=fd2a73c8b2d34f669ebebc8a3d6c8d00)  2. **블록, 기자재 및 설계 공급계약**    - 해지금액: 2,045,300,000,000원    - 계약상대: 유라시아 지역 선주    - 계약기간: 2021-10-15 ~     - 해지일자: 2025-06-18    - 해지 주요사유: 선주사의 위법한 계약해지    - 관련 공시: [exchange_20250618800387](https://dart.fss.or.kr/dsaf001/main.do?cn=20250618&item=a3d6c8d0b2d",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,8,0,1,1,0,정답,0,1,0,01038 / 669,answered,1,0,none,closed,lookup,,15.92
S018,한전기술이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, 한전기술이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다.   해지된 계약은 다음과 같습니다: - 계약명: 논산 바이오매스 발전사업 건설공사 - 해지금액(원): 81,895,000,000 - 최근매출액(원): 431,722,625,741 - 매출액대비(%): 18.97% - 계약상대: 논산바이오에너지(주) - 해지 주요 사유: 발주처의 PF(Project Financing) 계약 불이행 - 해지 일자: 2024-08-26  근거: exchange_20240826800108::main::C1",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,3,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,24.62
S019,한국항공우주가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, 한국항공우주는 체결한 단일판매·공급계약 중 하나가 해지되었습니다. 해지된 계약은 다음과 같습니다:  - **해지계약명**: 차세대 중형 민항기 주익 개발 및 공급 계약 - **해지금액**: 4,004,923,296,000원 - **최근매출액 대비 비율**: 156.30% - **계약상대**: Embraer - **계약기간**: 2022-12-19 ~ 2046-12-31 - **해지 주요 사유**: 계약상대방의 계약이행 불가에 따른 계약해지 - **해지일자**: 2023-09-26  이 정보는 한국항공우주의 단일판매·공급계약 해지 공시(2023.09.26)에 근거합니다.  근거: exchange_20230926800443::main::C1",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,3,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,10.96
S020,삼성전자가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"해당 질문에 대한 답변은 다음과 같습니다.  아니오, 삼성전자가 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.  근거: report_id(exchange_20250731800028)",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,0.5,1.0,,0,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,19.17
S021,한미반도체가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"아니오. 한미반도체의 공시 내용을 전수 확인한 결과, 단일판매 공급계약 해지에 관한 공시는 없었습니다. 따라서 한미반도체가 체결한 단일판매 공급계약 중 이후 해지된 계약은 존재하지 않습니다.  근거: report_id(exchange_20230901800003), report_id(exchange_20230530800118), report_id(exchange_20240411800031), report_id(exchange_20250528800084), report_id(exchange_20250114800153), report_id(exchange_20240322800090), report_id(exchange_20240202800122), report_id(exchange_20231004800078), report_id(exchange_20240607800056), report_id(exchange_20230612800469), report_id(exchange_20230612800470), report_id(exchange_20250516800319), report_id(exchange_20260114800028), report_id(exchange_2",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,0.1429,,0,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,15.89
S022,현대오토에버가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"아니오, 현대오토에버가 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.  근거: report_id(exchange_20250731800497), report_id(exchange_20241203800532), report_id(exchange_20251128800125), report_id(exchange_20231115800491)",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,0.5,,0,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,10.87
S023,삼성E&A의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"예, 삼성E&A의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있습니다. 아래는 몇 가지 예시입니다:  1. **BAPCO Modernization Program(BMP)** 계약    - 최초 공시일: 2022-10-07    - 정정 사유: 계약금액, 종료일 변경    - 최초 계약금액: 1,534,730,639,454원 → 정정 후 계약금액: 1,719,659,644,816원    - 최초 종료일: 2024-06-25 → 정정 후 종료일: 2025-10-26    - 최근 매출액 대비 비율: 21.90% → 24.53%     2. **기흥 신규 연구라인 (구 용역동 부지)UT동/그린동 골조공사** 계약    - 최초 공시일: 2024-12-05    - 정정 사유: 계약기간 변경    - 최초 종료일: 2025-09-30 → 정정 후 종료일: (협의 중으로 미정)  3. **Crude Flexibility Project** 계약    - 최초 공시일: 2022-08-11    - 정정 사유: 계약 종료일 변경    - 최초 종료일: 2023-10-27 → 정정 후 종료일: 2024-03-30     이와 같이 다양한 계약들에 대해 여러 차례 정정이 이루",0,0,0,required,1,3,1,0.3333,"1,770,780,000,000 / 삼성바이오로직스",0,0,11,2,0,9,0.1818,0.8182,0.0,0.0,계약(수주)일자 / 계약금액 / 계약상대 / 대규모법인여부 / 시작일 / 종료일 / 체결계약명 / 판매공급계약구분 / 판매공급지역,4,0,1,0,0,답변실패,1,1,0,,answered,1,0,none,mixed,correction_diff,,12.36
S024,현대건설의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역이 있습니다. 아래는 현대건설의 단일판매ㆍ공급계약체결 공시가 정정된 사례들입니다.  1. **대조제1구역 주택재개발정비사업**    - 최초 공시: 2022년 7월 29일    - 정정 사유: 계약 금액 및 기간 변경    - 최초 계약금액: 580,653,479,709원 → 정정 후 계약금액: 837,286,000,000원    - 매출액 대비 비율: 3.21% → 4.63%    - 계약 기간: 2022년 10월 17일부터 2026년 10월 31일까지  2. **광명제11R구역 주택재개발정비사업**    - 최초 공시: 2021년 6월 1일    - 정정 사유: 변경계약 체결(공사금액, 공사기간)    - 최초 계약금액: 497,052,750,159원 → 정정 후 계약금액: 920,797,500,000원    - 매출액 대비 비율: 2.93% → 5.43%  3. **사우디 아미랄 (Amiral) 프로젝트 PKG #1,4**    - 최초 공시: 2023년 6월 13일    - 정정 사유: 계약금액 변경    - 최초 계약금액: 3,072,243,348,055원 → 정정 후 계약금액: 3,089,421,749,344원    - 매출액 대비 비율:",0,0,0,required,1,2,0,0.0,"3,090,076,756,644 / SATORP",0,0,11,2,0,9,0.1818,0.8182,0.0667,0.1667,계약(수주)일자 / 계약상대 / 대규모법인여부 / 시작일 / 종료일 / 체결계약명 / 최근매출액 / 판매공급계약구분 / 판매공급지역,24,0,1,1,0,답변실패,1,1,0,,answered,1,0,none,mixed,correction_diff,,19.25
S025,두산로보틱스의 주요사항보고서 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역은 다음과 같습니다:  1. 첫 번째 정정 (2024년 7월 15일):    - 정정 항목: 향후 회사구조개편에 관한 계획    - 정정 사유: 합병 계획 추가 기재    - 정정 전: 주1 (두산로보틱스와 두산밥캣의 합병 가능성 언급)    - 정정 후: 주2 (두산로보틱스와 두산밥캣의 신속한 합병 계획 구체화)  2. 두 번째 정정 (2024년 12월 10일):    - 정정 항목: 분할합병 계약 해제 결정에 관한 사항    - 정정 사유: 분할합병 계약 해제에 따른 분할합병 관련 모든 절차 중단    - 정정 전: 정보 없음    - 정정 후: 외부 이슈로 인해 분할합병 계약 해제 합의서 체결 및 모든 분할합병 관련 사항 취소  이러한 정정은 두산로보틱스의 분할합병 계획에 중요한 변화를 반영하고 있으며, 특히 마지막 정정은 분할합병 계약의 완전한 취소를 의미합니다.  근거: major_20240715000355(C27), major_20241210000312(C1, C30, C31).",0,0,0,required,1,3,0,0.0,"64,400,000,000 / 합의해제 / D20 Capital",0,0,0,0,0,0,,,0.1538,1.0,,0,0,1,1,0,답변실패,1,1,0,,answered,1,0,none,mixed,correction_diff,,8.28
S026,한화에어로스페이스의 주요사항보고서 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역이 있습니다. 한화에어로스페이스의 주요사항보고서(유상증자결정) 공시 중 일부가 정정되었습니다.   다음은 정정된 내용에 대한 설명입니다:  1. **공정거래위원회 신고대상 여부**:     - 최초 공시에서는 ""미해당""이었으나, 정정 후에는 ""해당""으로 변경되었습니다. 이는 특수관계인이 유상증자에 참여하기로 결정했기 때문입니다.  2. **신주 발행가액**:    - 최초 공시에서는 예정발행가가 684,000원으로 설정되었으나, 최종 발행가액이 확정되면서 발행가액이 동일하게 유지되었습니다. 다만, 예정발행가와 확정발행일의 정보가 추가되었습니다.  3. **신주 배정방법**:    - 최초 공시에서는 신주배정기준일이 ""2025년 05월 23일 예정""이었으나, 정정 후에는 날짜가 구체화되지 않고 동일한 내용이 유지되었습니다.  4. **기타 투자판단에 참고할 사항**:    - 최초 공시에서는 증권신고서 제출 예정일이 ""2025년 05월 21일""로 되어 있었으나, 정정 후에는 ""2025년 06월 27일""로 변경되었습니다. 이는 최종 발행가액 확정에 따른 정정입니다.  이러한 정정 사항을 통해 한화에어로스페이스는 유상증자와 관련된 정보를 업데이트하고, 주",0,0,0,required,1,2,1,0.5,확정발행가,0,0,0,0,0,0,,,0.2,1.0,,1,0,1,1,0,답변실패,1,1,0,,answered,1,0,none,mixed,correction_diff,,10.03
S027,삼성전자의 2024년 사업보고서와 2026년 사업보고서를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,### 2024년 사업보고서 vs 2026년 사업보고서 비교  #### 1. 핵심 사업 변화 - **2024년**:    - DX 부문: 2.9% 증가   - DS 부문: 66.8% 증가   - SDC: 5.9% 감소   - Harman: 0.8% 감소    - **2026년**: 해당 정보는 제공되지 않았습니다.   #### 2. 주요 재무지표 변화 - **2024년**:   - 연결기준 매출: 301조원   - 연결기준 영업이익: 33조원   - 별도기준 매출: 209조원   - 별도기준 영업이익: 12조원   - 연결기준 부채비율: 27.9%   - 연결기준 자기자본비율: 78.2%   - 연결기준 ROE: 9.0%    - **2026년**: 해당 정보는 제공되지 않았습니다.  #### 결론 현재 제공된 정보로는 2026년의 핵심 사업이나 주요 재무지표 변화에 대해 구체적으로 확인할 수 없습니다. 따라서 2024년 사업보고서의 데이터만을 기반으로 설명드릴 수 있습니다. 추가 정보가 필요하다면 더 구체적인 데이터를 제공해 주시기 바랍니다.  **근거:**  - 2024년 사업보고서: 매출 및 수주상황 (periodic_20250311001085::mai,0,0,0,required,1,4,0,0.0,"258,935,494 / 333,605,938 / 6,566,976 / 43,601,051",0,0,0,0,0,0,,,0.0,0.0,,9,0,0,0,1,거부(검색실패),1,1,1,,answered,1,0,none,open,compare,,14.87
S028,SK하이닉스의 2024년 사업보고서와 2026년 사업보고서를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,"### 핵심 사업 변화 1. **HBM 중심의 수요 증가**: 2025년에 생성형 AI 서비스의 고도화와 온디바이스 AI 상용화로 인해 고성능/고용량 메모리(HBM) 중심의 수요가 크게 증가했습니다. 이로 인해 회사는 $1,432억(+56.0%) 성장세를 이어갔습니다.     2. **NAND 플래시 시장 동향**:     - 2021년: 고용량 스마트폰 출시에 따른 수요 증가로 $659억(+24.0%) 성장세    - 2022년: 거시경제 악화로 $579억(-12.4%) 역성장    - 2023년: 전 응용 제품의 수요 약세로 $371억(-35.9%) 하락    - 2024년: 공급 제약과 수요 회복으로 $634억(+71.0%) 성장    - 2025년: 업계 공급 제약과 AI 향 데이터센터 수요 확대로 $681억(+7.0%) 성장  3. **DRAM 시장 동향**:    - 스마트폰, 태블릿 PC, 서버 등을 중심으로 성장    - AI, 데이터센터, 자동차 등으로 수요처 다변화    - 생성형 AI 확산에 따른 HBM 수요 급증     4. **경기변동의 특성**: 세계 반도체 시장은 제품 수명 주기가 짧고, 새로운 제품 생산을 위해 대규모 투자가 필요",0,0,0,required,1,4,0,0.0,"32,765,719 / 97,146,675 / 7,730,313 / 47,206,319",0,0,0,0,0,0,,,0.0,,,23,0,0,0,0,검색실패,1,0,0,,answered,1,0,none,open,compare,,17.95
S029,한미반도체의 2024년 사업보고서와 2026년 사업보고서를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,"### 2024년 사업보고서 vs 2026년 사업보고서 비교  #### 핵심 사업 변화 1. **핵심 사업**:      - **2024년**: AI 산업의 발전으로 인한 HBM 수요 증가에 대응하여 TC본더 수주가 크게 증가함. 주요 고객사로 SK하이닉스와 마이크론 등을 두고 있으며, TC본더 시장에서 글로벌 리더로 자리잡음.      - **2026년**: 여전히 HBM 시장의 지속적인 성장을 예상하며, TC본더 뿐만 아니라 플럭스리스 TC본더, 하이브리드본더 등으로 시장을 확대하고자 함.    #### 주요 재무지표 변화 1. **매출액**:      - **2024년**: 5,589억원      - **2026년 1분기**: 50,902백만원 (약 509.02억원)    2. **영업이익**:      - **2024년**: 2,554억원      - **2026년 1분기**: 구체적인 정보가 없음.    3. **ROE(자기자본이익률)**:      - **2024년**: 28.2%      - **2026년**: 구체적인 정보가 없음.    4. **재무상태**:      - **유동자산**:        - **2024년 말**: 407,791백",0,0,0,required,1,4,0,0.0,"159,009 / 576,685 / 34,571 / 251,390",0,0,0,0,0,0,,,0.0,,,7,0,0,0,0,검색실패,1,0,0,,answered,1,0,none,open,compare,,15.67
