id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec
S028,SK하이닉스의 2024년 사업보고서와 2026년 사업보고서를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,"### 2024년 사업보고서 대비 2026년 사업보고서의 변화  #### 재무지표 변화 1. **매출액**:      - 2024년: 55,736,287백만 원      - 2026년: 86,852,117백만 원    2. **영업이익**:      - 2024년: 21,331,452백만 원      - 2026년: 44,007,409백만 원    3. **영업이익률**:      - 2024년: 35.5%      - 2026년: 48.6%    4. **당기순이익**:      - 2024년: 17,640,396백만 원      - 2026년: 42,688,817백만 원    5. **총포괄이익**:      - 2024년: 17,381,347백만 원      - 2026년: 42,616,584백만 원    6. **기본주당순이익**:      - 2024년: 25,613원      - 2026년: 61,711원    7. **희석주당순이익**:      - 2024년: 25,434원      - 2026년: 60,084원    #### 핵심 사업의 변화 - **AI 메모리 제품의 판매 확대**: AI 기술의 확산으로 인해 AI 메모리 수요가 증가하였고,",0,0,0,required,1,4,0,0.0,"32,765,719 / 97,146,675 / 7,730,313 / 47,206,319",0,0,0,0,0,0,,,0.0,,,16,0,1,1,0,답변실패,1,0,0,,answered,1,0,none,open,compare,,17.51
S029,한미반도체의 2024년 사업보고서와 2026년 사업보고서를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,"### 2024년 사업보고서 vs 2026년 사업보고서 비교  #### 핵심 사업 변화 - **핵심 사업**: 두 시점 모두에서 한미반도체의 핵심 사업은 **HBM 관련 장비 제조**, 특히 **TC본더** 장비의 생산 및 판매로 동일합니다. - **고객사 다변화**: 2024년에는 SK하이닉스와 마이크론에 TC본더를 납품하며 고객사를 다변화했다고 언급되었으며, 이는 지속된 것으로 보입니다.  #### 주요 재무지표 변화 1. **매출액**    - 2024년: **5,589억원**    - 2026년 1분기 누적: **576,685억원**  2. **영업이익**    - 2024년: **2,554억원**    - 구체적인 2026년 1분기 영업이익 정보는 제공되지 않았습니다.  3. **ROE**    - 2024년: **28.2%**    - 이전 연도(2023년 추정): **46.7%**  4. **재무상태**    - **유동자산**: 2024년 말 **710,872백만원** → 2026년 1분기에는 구체적 정보가 없습니다.    - **유동부채**: 2024년 말 **160,041백만원** → 2026년 1분기에는 구체적 정보가 없습니다.  ####",0,0,0,required,1,4,1,0.25,"159,009 / 34,571 / 251,390",0,0,0,0,0,0,,,0.0,0.0,,7,0,1,0,0,답변실패,0,1,0,001,answered,1,0,none,open,compare,,17.4
S030,디앤디파마텍이 2025년에 실시한 자금조달 내역을 유형별로 정리해줘.,,?,,0,"디앤디파마텍의 2025년 자금조달 내역은 다음과 같습니다.  1. **전환사채 발행**    - **발행일자:** 2025년 6월 11일    - **사채의 권면(전자등록)총액:** 34,326,120,000원    - **자금조달의 목적:**      - 운영자금: 19,650,000,000원      - 타법인 증권 취득자금: 14,676,120,000원    - **사채의 이율:** 표면이자율 0%, 만기이자율 0%    - **사채만기일:** 2055년 6월 20일    - **이자지급방법:** 매 분기마다 지급, 이자의 지급을 누적하여 이연 가능    - **원금상환방법:** 발행일로부터 30년이 경과한 날에 원금 및 미지급 이자를 전액 상환    - **사채발행방법:** 사모  2. **무상증자**    - **공시일자:** 2025년 10월 29일    - **신주의 종류와 수:** 보통주식 32,568,957주    - **1주당 액면가액:** 500원    - **증자전 발행주식총수:** 보통주식 10,856,319주    - **신주배정기준일:** 2025년 11월 14일    - **1주당 신주배정 주식수:** 보통주식 3주    - **",0,0,1,required,1,3,3,1.0,,0,0,0,0,0,0,,,1.0,0.5,,6,0,1,1,0,정답,1,1,1,,answered,1,0,none,open,summarize,,40.05
S031,한화오션이 2023년에 실시한 자금조달 내역을 유형별로 정리해줘.,,?,,0,"한화오션이 2023년에 실시한 자금조달 내역은 다음과 같습니다:  ### 유상증자 1. **2023년 5월 23일**    - **목적**: 채무상환자금    - **금액**: 141,292,658,080원    - **발행 방식**: 제3자배정증자    - **신주 발행가액**: 27,467원    - **발행 주식 수**: 5,144,087주    - **증자 전 발행주식총수**: 211,729,312주    - **근거**: [major_20230523000121](https://dart.fss.or.kr/dsaf001/main.do?cn=20230523000121)  2. **2023년 8월 23일**    - **목적**: 시설자금, 운영자금, 타법인 증권취득자금    - **금액**: 시설자금 570,000,000,000원, 운영자금 207,092,415,000원, 타법인 증권취득자금 720,000,000,000원    - **발행 방식**: 주주배정후 실권주 일반공모    - **신주 발행가액**: 보통주식 16,730원    - **발행 주식 수**: 89,485,500주    - **증자 전 발행주식총수**: 216,873,399주    - ",0,0,0,required,1,3,2,0.6667,"1,497,092,415,000",4,1,0,0,0,0,,,0.2308,1.0,,15,0,1,1,0,답변실패,0,1,0,001,answered,1,0,none,open,summarize,,15.41
S032,에스엠이 2023년에 실시한 자금조달 내역을 유형별로 정리해줘.,,?,,0,"에스엠의 2023년 자금조달 내역은 다음과 같습니다:  ### 전환사채(CB) 발행 - **공시일:** 2023년 3월 6일 - **발행 방식:** 사모 - **자금조달 목적:**    - 타법인 증권 취득자금: 105,222,000,000원 - **기타 정보:**    - 표면이자율: 0%   - 만기이자율: 0%  ### 유상증자 #### 첫 번째 유상증자 - **공시일:** 2023년 2월 24일 - **발행 방식:** 제3자배정증자 - **자금조달 목적:**    - 타법인 증권 취득자금: 111,930,000,000원 - **기타 정보:**    - 보통주식: 1,230,000주   - 1주당 액면가액: 500원   - 신주 발행가액: 91,000원  #### 두 번째 유상증자 - **공시일:** 2023년 3월 6일 - **발행 방식:** 제3자배정증자 - **자금조달 목적:** 상세 내역 없음 - **기타 정보:** 이전에 언급된 유상증자와 관련된 정정 공시임  ### 요약 에스엠은 2023년에 두 가지 주요 자금조달 활동을 했습니다: 1. **전환사채(CB)** 발행을 통해 타법인 증권 취득자금 목적으로 105,222,000,000원을 조달하려",0,0,0,required,1,4,2,0.5,가처분 / 해제,0,0,0,0,0,0,,,0.8,1.0,,5,0,1,1,0,답변실패,1,1,1,,answered,1,0,none,open,summarize,,22.06
S033,SK하이닉스의 2024년 신규시설투자등 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,"다음은 2024년 SK하이닉스의 신규 시설투자 등의 주요 내용입니다:  ### 1. 청주 M15X 건설 투자 - **투자 구분**: 시설 증설 - **투자 대상**: 청주 M15X 건설 - **투자 금액**: 5,296,200,000,000원 - **자기 자본 대비 비율**: 9.90% - **대규모 법인 여부**: 해당 - **투자 목적**: 선제적인 반도체 수요 대응을 위한 차세대 DRAM 생산 능력 확장 - **투자 기간**:    - 시작일: 2024-04-24   - 종료일: 2026-10-30 - **이사회 결의일**: 2024-04-24  ### 2. 용인 반도체 클러스터 내 신규 Fab 건설 투자 - **투자 구분**: 신규 시설투자 - **투자 대상**: 용인 반도체 클러스터 내 신규 Fab 건설 - **투자 금액**: 9,411,500,000,000원 - **자기 자본 대비 비율**: 17.59% - **대규모 법인 여부**: 해당 - **투자 목적**: AI 반도체 수요 대응 및 미래 성장 동력 확보 - **투자 기간**:    - 시작일: 2024-08-01   - 종료일: 2028-12-31 - **이사회 결의일**: 2024-07-2",0,0,1,required,1,5,5,1.0,,0,0,11,10,0,1,0.9091,0.0909,1.0,0.3333,기타투자판단과관련한중요사항,8,0,1,1,0,정답,1,1,1,,answered,1,0,none,open,summarize,,22.51
S034,한미반도체의 2025년 신규시설투자등 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,"- **기타투자판단과관련한중요사항**:    1. 상기 자기자본은 한국채택국제회계기준(K-IFRS)에 따라 작성된 2024년말 연결재무제표 기준입니다.     2. 상기 투자금액(원)은 VAT 포함 금액입니다.     3. 상기 투자금액 및 투자기간은 향후 공사진행경과 및 경영환경 등의 변화에 따라 변동될 수 있습니다.    - **대규모법인여부**: 미해당    - **시작일**: 2025-08-01    - **이사회결의일(결정일)**: 2025-06-20    - **자기자본**: 540,887,863,389    - **자기자본대비**: 5.26%    - **종료일**: 2026-11-30    - **투자구분**: 신규시설투자    - **투자금액**: 28,480,000,000    - **투자대상**: 한미반도체 7공장    - **투자목적**: 차세대 프리미엄 HBM 생산에 대응하기 위해 최신식 하이브리드 본더 전용 공장 건축    근거: report_id(exchange_20250620800077)",0,0,1,required,1,5,5,1.0,,0,0,11,10,0,1,0.9091,0.0909,1.0,1.0,기타투자판단과관련한중요사항,3,0,1,1,0,정답,1,1,1,,answered,1,0,none,open,summarize,,15.25
S035,LG이노텍의 2024년 신규시설투자등 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,"LG이노텍의 2024년 신규시설투자등에 대한 주요 내용은 다음과 같습니다:  ### 투자 구분 - 신규시설투자  ### 투자 대상 - 광학솔루션사업부 시설투자  ### 투자 내역 #### 첫 번째 공시 (2024년 2월 20일) - 투자 금액: 383,000,000,000원 - 자기 자본: 4,265,792,959,339원 - 자기 자본 대비 비율: 9.0%    #### 두 번째 공시 (2024년 11월 21일) - 투자 금액: 375,900,000,000원 - 자기 자본: 4,714,574,536,068원 - 자기 자본 대비 비율: 8.0%  ### 투자 목적 광학솔루션 사업의 신모델 대응 및 경쟁력 강화 혹은 향상  ### 투자 기간 #### 첫 번째 공시 - 시작일: 2024-02-20 - 종료일: 2024-12-31    #### 두 번째 공시 - 시작일: 2024-11-21 - 종료일: 2025-12-31  ### 이사회 결의일 #### 첫 번째 공시 - 2024-02-20  #### 두 번째 공시 - 2024-11-21  ### 기타 중요한 사항 1. 첫 번째 공시에서는 자기 자본이 2022년 말 연결 재무제표 기준이며, 투자 금액 및 기간은 변",0,0,1,required,1,5,5,1.0,,0,0,11,5,0,6,0.4545,0.5455,1.0,0.5,기타투자판단과관련한중요사항 / 대규모법인여부 / 이사회결의일 / 투자구분 / 투자대상 / 투자목적,6,0,1,1,0,정답,1,1,1,,answered,1,0,none,open,summarize,,12.04
S036,레인보우로보틱스의 2024년 신규시설투자등 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,"레인보우로보틱스의 2024년 신규시설투자등 공시의 주요 내용을 아래와 같이 정리합니다:  ### 투자구분 - 국책과제 선정(민군겸용 기술개발사업)  ### 투자대상 - 비정형 복잡한 환경에서 매니퓰레이터(로봇팔)를 이용한 다중 임무용 다족형 로봇의 통합운동제어 기술 개발  ### 투자목적 - 실내외 험지환경에서 매니퓰레이터(로봇팔)를 활용하여 지뢰와 같은 위험물 탐지, 지하시설 내 감시 및 진단 등의 다양한 임무를 수행할 수 있는 다족 로봇의 통합운동제어 기술의 개발 목표  ### 투자금액 - 총 사업비: 14,904,338,000원   - 정부출연금: 12,124,000,000원   - 기업부담금: 2,780,338,000원    ### 자기자본 - 자기자본(연결): 47,887,486,275원  ### 자기자본대비 - 자기자본대비 정부출연금 비율: 13.04%  ### 기간 - 수행기간: 2022.06.01부터 2027.05.31까지 (총 60개월)  ### 기타 투자판단과 관련된 중요사항 - 상기 자기자본은 2021년 말 연결재무제표 기준 자기자본 금액임 - 사실발생(확인)일 및 결정일은 협약서 수령 및 확인일임 - 기업부담금 중 응용 1, 2차 년도의",0,0,0,required,1,5,0,0.0,"27,850,000,000 / 21.3 / 2024-05-16 / 2025-12-15 / 사옥",0,0,11,0,0,11,0.0,1.0,0.0,0.0,기타투자판단과관련한중요사항 / 대규모법인여부 / 시작일 / 이사회결의일 / 자기자본 / 자기자본대비 / 종료일 / 투자구분 / 투자금액 / 투자대상 / 투자목적,7,0,0,0,0,검색실패,1,1,1,,answered,1,2,none,open,summarize,,39.5
S037,두산로보틱스의 2025년 투자판단관련주요경영사항 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,"- 이사회결의일(결정일) 또는 사실확인일: 2025-02-05   - 제목: 자동차 제조용 협동 로봇 판매를 위한 양해각서(MOU) 체결   - 주요내용: 당사는 태국 소재 로보틱스 솔루션 개발 전문 기업인 VRNJ Co.,Ltd.(이하 VRNJ)와 향후 2년간 태국소재 자동차 및 연관 산업 부품업체를 포함하여 인도네시아, 필리핀, 베트남 등 아시아지역에 당사 협동 로봇을 판매하는 MOU 계약을 아래와 같이 체결하였습니다.     1) 상대방: VRNJ Co., Ltd.     2) 계약 내용: 협동 로봇 300대     - 판매대상 제조공정: Parts finishing, Palletizing, Injection/Inspection, Pick&Place     3) 계약기간: 2025년 2월 5일 ~ 2026년 12월 31일     4) 기타 사항: 해당 계약은 MOU로써 법적 구속력을 가지고 있지 않습니다.    근거: report_id(exchange_20250205800058)  한계: 확인되지 않은 필수 항목: 주요내용",0,0,1,required,1,4,4,1.0,,0,0,3,3,0,0,1.0,0.0,1.0,1.0,,1,0,1,1,0,정답,1,1,1,,answered,1,2,none,open,summarize,,35.62
S038,LG에너지솔루션의 2023년 투자판단관련주요경영사항 공시를 기준으로 주요 내용을 정리해줘.,,?,,0,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,required,1,3,0,0.0,FEPS / 19GWh / 2024년,0,0,3,0,0,3,0.0,1.0,0.0,,이사회결의일(결정일)또는사실확인일 / 제목 / 주요내용,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,open,summarize,,24.63
