id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,unit_stated,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec,ms_bm25,ms_dense,ms_sparse,ms_fusion,ms_rerank,ms_facts,ms_expand,ms_process,ms_hcx,ms_total,ms_other,n_searches
S012,"현대건설과 삼성E&A 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"현대건설 (현대건설 4,390,170,544,000 vs 삼성E&A 2,897,903,803,942)",1,"현대건설의 최대 계약금액은 **4,390,170,544,000원**(4조 3,901억원)이며,   삼성E&A의 최대 계약금액은 **2,897,903,803,942원**(2조 8,979억원)입니다.    따라서 계약금액이 더 큰 쪽은 **현대건설**입니다.    근거: fact::max_contract_value, ... (길이 제한으로 일부 생략)",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,,,4,0,0,0,0,1,정답,1,0,0,,answered,1,0,low,closed,compare,,24.85,1383.0,684.2,115.2,0.1,12046.4,183.0,3.3,0.5,10601.6,24852.0,0.0,2
S013,"현대글로비스와 HMM 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"현대글로비스 (현대글로비스 3,365,500,000,000 vs HMM 1,282,363,356,560)",1,"현대글로비스의 최대 계약금액은 **3,365,500,000,000원**, HMM의 최대 계약금액은 **1,282,363,356,560원**입니다.   따라서 더 큰 계약금액을 가진 기업은 **현대글로비스**입니다.    근거:   - 현대글로비스 최대 계약금액: [exchange_20241231800103](3,365,500,000,000원)   - HMM 최대 계약금액: [exchange_20231027800429](1,282,363,356,560원)",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,1,정답,1,1,1,,answered,1,0,low,closed,compare,,14.74,594.9,400.2,716.6,0.0,2626.6,42.2,4.1,0.5,10391.0,14740.9,0.0,2
S014,"삼성바이오로직스와 셀트리온 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"삼성바이오로직스 (삼성바이오로직스 2,074,694,843,000 vs 셀트리온 423,600,000,000)",1,"삼성바이오로직스와 셀트리온의 단일판매·공급계약 최대 계약금액 및 비교 결과는 다음과 같습니다.    ### 삼성바이오로직스   - **최대 계약금액**: 2,074,694,843,000원 (2025년 1월 14일 공시)   - **기타 주요 계약금액**:     - 752,431,680,000원 (2024년 11월 20일)     - 737,326,729,080원 (2025년 4월 28일)     - 1,800,063,284,800원 (2025년 9월 9일)    ### 셀트리온   - **최대 계약금액**: 423,600,000,000원 (2023년 9월 25일 공시)   - **기타 주요 계약금액**:     - 406,350,000,000원 (2023년 3월 29일)     - 373,700,000,000원 (2023년 6월 30일)     - 294,921,000,000원 (2026년 3월 17일)    ### 결론   삼성바이오로직스의 최대 계약금액(**2,074,694,843,000원**)이 셀트리온의 최대 계약금액(**423,600,000,000",0,0,0,compare_no_verdict,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,,,8,0,1,1,0,1,답변실패,1,0,0,,answered,1,0,low,closed,compare,,25.79,617.7,601.0,120.6,0.1,10874.3,124.2,5.3,0.5,13560.2,25791.3,0.0,2
S015,LG에너지솔루션이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"LG에너지솔루션은 단일판매·공급계약 중 해지된 계약이 2건 존재합니다.   1. **Ford Motor Company와의 계약**      - 해지일자: 2025년 12월 17일      - 해지 사유: 거래 상대방의 계약 해지 통보      - 해지금액: 9,603,075,000,000원    2. **Freudenberg Battery Power Systems, LLC와의 계약**      - 해지일자: 2025년 12월 26일      - 해지 사유: 계약상대의 배터리 사업 철수에 따른 상호 합의      - 해지금액: 3,921,711,000,000원    근거: exchange_20251217800800, exchange_20251226800706, exchange_20251217800853, exchange_20251226800767",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,0.5,,2,0,1,1,0,1,정답,1,1,1,,answered,1,0,low,closed,lookup,,17.23,138.9,215.3,1202.4,0.1,4472.3,0.0,1.3,0.0,11189.4,17226.9,7.2,2
S016,한미약품이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"한미약품이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다.    ### 해지된 계약 정보 - **계약명**: 코로나19 백신 위탁생산 계약   - **계약상대방**: 주식회사 제넥신   - **해지 사유**: 계약상대방의 코로나19 백신(GX-19N) 개발 중단 결정   - **해지 일자**: 2023년 2월 27일   - **해지금액**: 23,419,586,850원   - **최근 매출액 대비 비율**: 2.18%    근거: exchange_20230227800485::main::C1    ※ 추가 문의사항이 있다면 알려주세요!",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,2,0,1,1,0,0,정답,1,1,1,,answered,1,0,low,closed,lookup,,14.65,254.5,249.8,873.9,0.1,5068.3,0.0,3.8,0.0,8187.0,14648.8,11.2,2
S017,삼성중공업이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"삼성중공업의 단일판매·공급계약 중 해지된 계약이 존재합니다. 총 3건의 해지 계약이 확인되었습니다:  1. **블록 및 기자재 공급계약**    - 해지금액: 2,807,200,000,000원    - 계약상대: 유럽 지역 선주    - 해지 사유: 선주사의 위법한 계약해지    - 해지 일자: 2025-06-18  2. **블록, 기자재 및 설계 공급계약**    - 해지금액: 2,045,300,000,000원    - 계약상대: 유라시아 지역 선주    - 해지 사유: 선주사의 위법한 계약해지    - 해지 일자: 2025-06-18  3. **원유운반선 1척 공급계약**    - 해지금액: 114,800,000,000원    - 계약상대: 오세아니아 지역 선주    - 해지 사유: 선주사의 계약 의무 불이행    - 해지 일자: 2026-03-14  위 계약들은 모두 선주 측의 문제로 인해 해지되었으며, 일부는 법적 분쟁이 진행 중임을 나타냅니다.    근거: [전수 확인](exchange_202506",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,3,0,1,1,0,1,정답,0,0,0,202506,answered,1,0,low,closed,lookup,,24.37,22.1,266.9,106.3,0.1,10222.2,0.0,2.7,0.0,13735.8,24366.6,10.6,2
S018,한전기술이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, 한전기술이 체결한 단일판매·공급계약 중 해지된 계약이 존재합니다.   해지된 계약 정보: - **계약명**: 논산 바이오매스 발전사업 건설공사   - **해지금액**: 81,895,000,000원   - **최근매출액 대비 비율**: 18.97%   - **계약상대방**: 논산바이오에너지(주)   - **해지 사유**: PF 계약 불이행으로 인한 계약 해제   - **해지 일자**: 2024-08-26    근거: exchange_20240826800108::main::C1",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,2,0,1,1,0,1,정답,1,1,1,,answered,1,0,low,closed,lookup,,15.85,54.7,134.3,1287.9,0.1,6850.4,0.0,2.6,0.0,7507.4,15850.0,12.6,2
S019,한국항공우주가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"해지된 계약이 존재합니다.   **계약명**: 차세대 중형 민항기 주익 개발 및 공급 계약   **해지 사유**: 계약상대방(Embraer)의 계약이행 불가로 인한 해지   **해지일자**: 2023-09-26    근거: exchange_20230926800443::main::C1    --- **추가 정보**:   - 해지금액: 4,004,923,296,000원   - 계약상대: Embraer   - 원래 계약 체결일: 2022-12-20   - 해지 주요 사유: Embraer의 차세대 중형 민항기 개발 사업 중단으로 계약이행 불가 판단",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,0,0,1,1,0,0,정답,1,1,1,,answered,1,0,low,closed,lookup,,19.8,267.9,362.2,107.5,0.1,11150.4,0.0,2.2,0.0,7897.8,19794.7,6.5,2
S020,삼성전자가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"삼성전자가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는지 여부에 대해 검토한 결과는 다음과 같습니다:  ### 답변   **아니오**, 삼성전자 공시 내역에서 단일판매·공급계약 해지 공시는 발견되지 않았습니다.    ### 근거   - **[전수 확인]**     - 전체 100건의 삼성전자 공시 중 단일판매공급계약체결 또는 단일판매공급계약해지 공시 중 해지에 해당하는 공시가 **0건**으로 확인됨.     - 참고로 동일 유형의 체결 공시는 2건 있으나, 해지 공시는 없음.    이를 바탕으로 삼성전자의 단일판매·공급계약 중 해지된 계약은 없다는 결론을 내릴 수 있습니다.    근거: report_id(exchange_20250731800028), [전수 확인]   ```text answer: 아니오   ```",0,0,0,yes_no,1,0,0,,,0,0,0,0,0,0,,,0.5,1.0,,1,0,1,1,0,1,답변실패,1,1,1,,answered,1,0,low,closed,lookup,,9.29,66.4,277.6,1193.9,0.1,508.2,0.0,4.8,0.0,7232.4,9286.2,2.9,2
S021,한미반도체가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"한미반도체가 체결한 단일판매·공급계약 중 이후 해지된 계약은 **없습니다**.   [전수 확인] 결과에 따르면 한미반도체의 공시 60건 전체에서 단일판매공급계약해지 공시가 발견되지 않았습니다.    근거: [전수 확인]   - 찾는 대상: 단일판매공급계약체결 / 단일판매공급계약해지 중 '해지'   - 결과: **0건**    모든 제공된 증거(EVIDENCE)에서도 해지된 계약에 대한 언급이나 기록이 없으며, 오직 신규 계약 체결 사실만이 기재되어 있습니다. 따라서 한미반도체는 현재까지 체결된 단일판매·공급계약을 모두 유지하고 있음을 확인할 수 있습니다.    근거: evidence_1~13 (모든 계약 체결 공시에서 해지 관련 내용 없음)",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,1,1,0,1,정답,1,0,0,,answered,1,0,low,closed,lookup,,10.8,28.7,294.7,676.0,0.0,3071.1,0.0,2.7,0.0,6724.7,10803.1,5.1,2
S022,현대오토에버가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"현대오토에버의 단일판매·공급계약 중 해지된 계약은 존재하지 않습니다.   [전수 확인]에 따르면 총 29건의 공시 중 단일판매공급계약해지 공시는 없으며, 체결된 계약들 또한 해지 정보가 없습니다.    근거: report_id(exchange_20250731800497), report_id(exchange_20241203800532), report_id(exchange_20251128800125), report_id(exchange_20231115800491), [전수 확인]",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,0.5,,0,0,1,1,0,1,정답,1,1,1,,answered,1,0,low,closed,lookup,,7.16,225.3,267.3,658.6,0.0,1004.1,0.0,6.2,0.0,4998.8,7164.0,3.9,2
S023,삼성E&A의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"**정정 내역 있음**  1. **BAPCO Modernization Program(BMP)**      - **공시**: 2024-01-29, 2025-10-24, 2026-01-29      - **변경사항**:        - 계약금액: 1,534,730,639,454원 → 1,719,659,644,816원        - 종료일: 2024-06-25 → 2025-10-26 → 2026-07-29    2. **기흥 신규 연구라인 UT동/그린동 골조공사**      - **공시**: 2023-09-18, 2024-12-05      - **변경사항**:        - 종료일: 2025-09-30 → 미정 (""발주처와 협의 중"")    3. **Crude Flexibility Project**      - **공시**: 2022-08-11, 2023-10-06      - **변경사항**:        - 종료일: 2023-10-27 → 2024-03-30    4. **평택 V2L 상층 Ph3 하층 설계 및 마감공사**      - **공시**: 2021-07-23, 2022-11-29      - **변경사항**:        - 계약금액: 415,",0,0,1,required_any,1,2,2,1.0,,0,0,11,3,0,8,0.2727,0.7273,0.0,,계약(수주)일자 / 계약상대 / 대규모법인여부 / 시작일 / 체결계약명 / 최근매출액 / 판매공급계약구분 / 판매공급지역,8,0,1,0,0,0,정답,1,0,0,,answered,1,0,low,mixed,correction_diff,,25.22,89.0,118.8,92.8,0.0,5412.9,17.5,4.5,0.8,19493.4,25223.0,0.0,1
S024,현대건설의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"현대건설의 단일판매·공급계약체결 공시는 여러 차례 정정되었습니다. 주요 변경 사항은 다음과 같습니다:  1. **대조제1구역 주택재개발정비사업**:      - 계약금액: 580,653,479,709원 → 837,286,000,000원      - 매출액 대비 비율: 3.21% → 4.63%  2. **광명제11R구역 주택재개발정비사업**:      - 계약금액: 497,052,750,159원 → 920,797,500,000원      - 매출액 대비 비율: 2.93% → 5.43%  3. **사우디 아미랄 프로젝트 PKG #1,4**:      - 계약금액: 3,072,243,348,055원 → 3,089,421,749,344원      - 매출액 대비 비율: 14.46% → 14.55%  4. **필리핀 South Commuter Railway Project**:      - 계약금액: 590,708,770,444원 → 647,491,900,677원      - 매출액 대비 비율: 3.27% → 3.58%  5. **반포주공1단지 주택재건축정비사업**:      - 계약금액: 2,636,303,000,000원 → 3,931,885,000,000원     ",0,0,1,required_any,1,2,2,1.0,,0,0,11,2,0,9,0.1818,0.8182,0.0,,계약(수주)일자 / 계약상대 / 대규모법인여부 / 시작일 / 종료일 / 체결계약명 / 최근매출액 / 판매공급계약구분 / 판매공급지역,22,0,1,1,0,0,정답,1,0,0,,answered,1,0,low,mixed,correction_diff,,23.07,10.2,242.8,49.1,0.0,5604.1,12.4,4.7,1.0,17148.3,23066.1,0.0,1
S025,두산로보틱스의 주요사항보고서 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"**정정 내역이 있습니다. 아래는 주요 정정 사항들입니다:**   1. **2024년 7월 15일**:      - **변경 전**: ""양사간의 기능적·유기적 통합 및 이를 통한 시너지 극대화 달성하기 위한 합병 등 다양한 방안 검토 예정"" (구체적 계획 미언급).      - **변경 후**: ""두산로보틱스와 두산밥캣을 신속히 합병할 예정""이라며 구체적 합병 계획 추가 기재.    2. **2024년 12월 10일**:      - **핵심 정정 사항**: ""분할합병 계약 해제 결정"".      - **변경 전**: 최초 2024년 7월 11일 두산에너빌리티와의 분할합병 추진 발표.      - **변경 후**: ""외부 이슈로 인한 주가 하락 및 주식매수청구권 증가로 분할합병 계약 해제 합의서 체결"", ""모든 분할합병 절차 중단 및 임시주주총회 철회"".  **근거: major_20240715000355(C27), major_20241210000312(C1, C30, C31)**",0,0,0,required_any,1,3,0,0.0,"64,400,000,000 / 합의해제 / D20 Capital",0,0,0,0,0,0,,,0.1538,1.0,,0,0,1,1,0,0,답변실패,1,1,0,,answered,1,0,low,mixed,correction_diff,,16.39,463.2,312.4,80.5,0.1,5647.4,0.0,3.9,0.0,9873.4,16386.9,6.2,1
S026,한화에어로스페이스의 주요사항보고서 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역이 있습니다.   근거: major_20250326000991, major_20250627000349    ### 정정 사항 요약: 1. **2025년 3월 26일 정정**      - **공정거래위원회 신고대상 여부**:        - 정정 전: 미해당 → 정정 후: 해당        - 사유: 특수관계인의 유상증자 참여 결정      - **기타 투자판단 참고사항**:        - 정정 전: ""청약의 자세한 사항은 2025년 03월 20일 제출 예정인 증권신고서 참고""        - 정정 후: ""청약의 자세한 사항은 2025년 03월 20일 최초 제출한 증권신고서 참고""  2. **2025년 6월 27일 정정**      - **신주 발행가액**:        - 정정 전: 예정발행가 684,000원, 확정예정일 2025년 06월 26일        - 정정 후: 최종 확정발행가 684,000원      - **신주 배정방법**:        - 구주주 배정주식수 산정 방식 유지하되 배정기준일이 구체화됨      - **기타 투자판단 참고사항**:        - 정정 전: ""청약의 자세한 사항은 2025년 05월 21일 제출 예정인 증권",0,0,1,required_any,1,2,2,1.0,,0,0,0,0,0,0,,,0.2,1.0,,0,0,1,1,0,0,정답,1,1,0,,answered,1,0,low,mixed,correction_diff,,18.19,154.9,364.0,58.5,0.1,5507.1,0.0,1.8,0.0,12102.3,18194.0,5.4,1
S027,삼성전자의 사업보고서(2023.12)와 사업보고서(2025.12)를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,"### 삼성전자의 핵심 사업과 주요 재무지표 변화 (2023.12 vs 2025.12)  #### **재무지표 변화**: | 지표          | 2023년 (제55기)         | 2025년 (제57기)         | |---------------|-------------------------|-------------------------| | **매출액**    | 연결기준 258조 9,350억원 | 연결기준 334조원        | |               | 별도기준 170조원        | 별도기준 238조원        | | **영업이익**  | 연결기준 6,567억원      | 연결기준 44조원         | |               | 별도기준 -12조원        | 별도기준 24조원         | | **부채비율**  | 연결기준 25.4%          | 연결기준 29.9%          | |               | 별도기준 32.1%          | 별도기준 41.1%          | | **자기자본비율** | 연결기준 79.8%         | 연결기준 77.0%         ",0,0,0,required,1,4,0,0.0,"258,935,494 / 333,605,938 / 6,566,976 / 43,601,051",0,0,0,0,0,0,,,0.0,,,14,0,1,1,0,0,답변실패,0,0,0,258 / 6567 / 9350,answered,1,0,low,open,compare,,29.37,87.1,165.6,238.6,0.1,10402.1,0.0,18.9,0.0,18455.8,29371.9,3.6,2
