id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec,ms_bm25,ms_dense,ms_sparse,ms_fusion,ms_rerank,ms_facts,ms_expand,ms_process,ms_hcx,ms_total,ms_other,n_searches
S011,"두산에너빌리티와 한전기술 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"두산에너빌리티 (두산에너빌리티 4,928,968,079,043 vs 한전기술 1,250,850,298,678)",1,"두산에너빌리티의 단일판매·공급계약 중 최대 계약금액은 4,928,968,079,043원이며, 한전기술의 단일판매·공급계약 중 최대 계약금액은 1,250,850,298,678원입니다. 따라서 최대 계약금액이 더 큰 기업은 두산에너빌리티입니다.  근거: report_id(exchange_20251216801147), report_id(exchange_20251212801320)",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,compare,,7.38,404.0,121.8,871.2,0.1,3467.7,175.0,0.1,0.4,2507.8,7378.9,0.0,2
S012,"현대건설과 삼성E&A 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"현대건설 (현대건설 4,390,170,544,000 vs 삼성E&A 2,897,903,803,942)",1,"▶ 현대건설 계약금액 최대값: 4,390,170,544,000   ▶ 삼성E&A 계약금액 최대값: 2,897,903,803,942    현대건설의 최대 계약금액은 4,390,170,544,000원이고, 삼성E&A의 최대 계약금액은 2,897,903,803,942원입니다. 따라서 최대 계약금액이 더 큰 기업은 현대건설입니다.  근거: FACT(report_id: exchange_20250915800004, report_id: exchange_20231006800347)",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,0,0,0,정답,1,1,1,,answered,1,0,none,closed,compare,,9.88,358.4,119.9,89.1,0.1,6478.9,229.5,0.1,0.4,2826.5,9881.7,0.0,2
S013,"현대글로비스와 HMM 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"현대글로비스 (현대글로비스 3,365,500,000,000 vs HMM 1,282,363,356,560)",1,"현대글로비스의 단일판매·공급계약 중 최대 계약금액은 3,365,500,000,000원이며, 이는 2024년 12월 31일에 공시된 완성차 해상운송계약에 해당합니다.   HMM의 단일판매·공급계약 중 최대 계약금액은 1,282,363,356,560원이며, 이는 2023년 10월 27일에 공시된 장기대선계약에 해당합니다.   따라서, 현대글로비스의 최대 계약금액이 HMM의 최대 계약금액보다 큽니다.  근거:  - 현대글로비스 계약금액 최대값: 3,365,500,000,000 [report_id: exchange_20241231800103] - HMM 계약금액 최대값: 1,282,363,356,560 [report_id: exchange_20231027800429]",0,0,0,compare_no_verdict,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,답변실패,1,1,1,,answered,1,0,none,closed,compare,,6.77,270.7,126.6,881.0,0.1,1473.8,47.5,0.1,0.4,4017.3,6774.1,0.0,2
S014,"삼성바이오로직스와 셀트리온 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"삼성바이오로직스 (삼성바이오로직스 2,074,694,843,000 vs 셀트리온 423,600,000,000)",1,"삼성바이오로직스의 단일판매·공급계약 중 최대 계약금액은 2,074,694,843,000원이며, 이는 2025년 1월 14일에 공시된 정보입니다. 반면, 셀트리온의 경우 최대 계약금액은 423,600,000,000원으로, 2023년 9월 25일에 공시된 정보입니다. 따라서 최대 계약금액이 더 큰 기업은 삼성바이오로직스입니다.  근거: FACT(report_id: exchange_20250114800022), FACT(report_id: exchange_20230925800006)",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,compare,,10.14,389.9,138.6,96.4,0.1,6453.3,151.9,0.1,0.4,3055.6,10142.0,0.0,2
S015,LG에너지솔루션이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, LG에너지솔루션이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다.   첫 번째 해지된 계약은 다음과 같습니다: - 계약상대: Ford Motor Company - 해지 주요 사유: 거래 상대방의 계약 해지 통보 - 해지 일자: 2025년 12월 17일 - 해지금액(원): 9,603,075,000,000 - 최근매출액(원): 33,745,469,740,463 - 매출액 대비(%): 28.5% - 계약 기간: 2027년 1월 1일부터 2032년 12월 31일까지  두 번째 해지된 계약은 다음과 같습니다: - 계약상대: Freudenberg Battery Power Systems, LLC - 해지 주요 사유: 계약상대의 배터리 사업 철수로 상호 합의에 의한 계약 해지 - 해지 일자: 2025년 12월 26일 - 해지금액(원): 3,921,711,000,000 - 최근매출액(원): 33,745,469,740,463 - 매출액 대비(%): 11.6% - 계약 기간: 2024년 4월 1일부터 2031년 12월 31일까지  근거: exchange_20251217800800, exchange_20251226800706",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,5,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,19.21,82.0,102.8,817.5,0.0,2492.2,0.0,0.1,0.0,15705.6,19205.6,5.3,2
S016,한미약품이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"한미약품이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다. 해지된 계약은 ""(주)제넥신과의 코로나19 백신 위탁생산 계약해지 합의""입니다.   해지된 계약의 상세 정보는 다음과 같습니다: - 해지금액: 23,419,586,850원 - 최근매출액: 1,075,853,605,008원 - 매출액대비: 2.18% - 계약상대: 주식회사 제넥신 - 계약기간: 2021-05-18 ~ 2023-02-27 - 해지 주요 사유: 계약상대방의 코로나19 백신(GX-19N) 개발 중단 결정 - 해지일자: 2023-02-27  근거: exchange_20230227800485::main::C1",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,3,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,8.72,231.8,95.0,830.2,0.1,2761.3,0.0,0.1,0.0,4793.3,8717.3,5.6,2
S017,삼성중공업이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, 삼성중공업이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다. 해지된 계약은 다음과 같습니다:  1. **블록 및 기자재 공급계약**    - 계약 상대: 유럽 지역 선주    - 계약 금액: 2,807,200,000,000원    - 해지 사유: 선주사의 위법한 계약해지    - 해지 일자: 2025년 6월 18일  2. **쇄빙 LNG선 10척에 대한 블록 및 기자재 공급계약**    - 계약 상대: 유럽 지역 선주    - 계약 금액: 2,807,200,000,000원    - 해지 사유: 선주사의 위법한 계약해지    - 해지 일자: 2025년 6월 18일  3. **쇄빙 셔틀탱커 7척에 대한 블록 및 기자재 공급계약**    - 계약 상대: 유라시아 지역 선주    - 계약 금액: 2,045,300,000,000원    - 해지 사유: 선주사의 위법한 계약해지    - 해지 일자: 2025년 6월 18일  4. **원유운반선 1척 공급계약**    - 계약 상대: 오세아니아 지역 선주    - 계약 금액: 114,800,000,000원    - 해지 사유: 선주사의 계약 의무 불이행    - 해지 일자: 2026년 3월 14일  위 ",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,3,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,13.34,17.7,109.8,93.9,0.1,6000.1,0.0,0.1,0.0,7109.2,13339.1,8.3,2
S018,한전기술이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, 한전기술이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다.   해지된 계약은 다음과 같습니다: - 계약명: 논산 바이오매스 발전사업 건설공사 - 해지금액: 81,895,000,000원 - 계약상대: 논산바이오에너지(주) - 해지 주요 사유: 발주처가 PF(Project Financing) 계약체결 및 유효한 착수지시서(NTP) 발급을 계약체결일로부터 6개월 내에 완료하지 못하였고, 한전기술이 최선을 다했음에도 불구하고 PF 계약이 이행되지 않아 유효한 착수지시서 발급이 불가능하게 되어 계약이 해제됨 - 해지 일자: 2024년 8월 26일  근거: exchange_20240826800108::main::C1",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,1,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,8.8,46.0,113.4,829.9,0.1,3887.0,0.0,0.1,0.0,3915.7,8797.8,5.7,2
S019,한국항공우주가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, 한국항공우주는 체결한 단일판매·공급계약 중 하나가 해지되었습니다. 해지된 계약은 다음과 같습니다:  - **해지된 계약명**: 차세대 중형 민항기 주익 개발 및 공급 계약 - **해지 사유**: 계약상대방(Embraer)의 계약이행 불가에 따른 계약해지 - **해지 일자**: 2023년 9월 26일 - **해지금액**: 4,004,923,296,000원 - **최근매출액 대비 비율**: 156.30% - **계약상대**: Embraer  이 정보는 한국항공우주의 [단일판매ㆍ공급계약 해지](https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230926800443) 공시에서 확인할 수 있습니다.  근거: exchange_20230926800443::main::C1",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,4,0,1,1,0,정답,0,1,0,001,answered,1,0,none,closed,lookup,,10.85,220.8,95.7,86.4,0.1,6462.0,0.0,0.1,0.0,3980.3,10851.9,6.6,2
S020,삼성전자가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"아니오. 삼성전자 의 공시 100건 전체를 목록에서 확인한 결과, 단일판매공급계약해지 공시는 없었습니다. 따라서 해지된 계약은 존재하지 않습니다.  근거: report_id(exchange_20250731800028)",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,0.5,1.0,,1,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,2.48,58.1,118.6,862.5,0.0,188.6,0.0,0.0,0.0,1243.8,2476.3,4.7,2
S021,한미반도체가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"아니오. 한미반도체의 공시 내역을 전수 확인한 결과, 단일판매·공급계약이 해지된 사례는 없었습니다.  근거: [전수 확인]",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,1,1,0,정답,1,0,0,,answered,1,0,none,closed,lookup,,4.08,21.4,98.5,826.1,0.0,1728.2,0.0,0.1,0.0,1400.4,4080.4,5.8,2
S022,현대오토에버가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"아니오, 현대오토에버가 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.  근거: [전수 확인]",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,1,1,0,정답,1,0,0,,answered,1,0,none,closed,lookup,,3.05,227.4,92.4,817.1,0.0,539.2,0.0,0.0,0.0,1367.7,3048.9,5.0,2
S023,삼성E&A의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역이 있습니다.   다음은 삼성E&A의 단일판매ㆍ공급계약체결 공시 중 일부 정정된 사례들입니다:  1. **BAPCO Modernization Program(BMP)** 계약    - 최초 공시일: 2022-10-07    - 정정 사유: 계약금액, 종료일 변경    - 정정 사항:      - 계약금액: 1,534,730,639,454원에서 1,719,659,644,816원으로 변경됨      - 매출액 대비 비율: 21.90%에서 24.53%로 변경됨      - 종료일: 2024-06-25에서 2025-10-26으로 변경됨  2. **기흥 신규 연구라인 (구 용역동 부지)UT동/그린동 골조공사** 계약    - 최초 공시일: 2023-09-18    - 정정 사유: 계약기간 변경    - 정정 사항:      - 종료일이 2025-09-30에서 미정으로 변경됨     3. **Crude Flexibility Project** 계약    - 최초 공시일: 2022-08-11    - 정정 사유: 계약 종료일 변경    - 정정 사항:      - 종료일이 2023-10-27에서 2024-03-30으로 변경됨  위와 같이 삼성E&A의 단일판매ㆍ공급계",0,0,1,required_any,1,2,2,1.0,,0,0,11,1,0,10,0.0909,0.9091,0.0,,계약(수주)일자 / 계약금액 / 계약상대 / 대규모법인여부 / 시작일 / 종료일 / 체결계약명 / 최근매출액 / 판매공급계약구분 / 판매공급지역,4,0,1,0,0,정답,1,0,0,,answered,1,0,none,mixed,correction_diff,,10.49,66.0,85.6,48.9,0.0,3243.8,16.6,0.1,0.9,7037.2,10491.1,0.0,1
S024,현대건설의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정된 현대건설의 단일판매ㆍ공급계약체결 공시에 대해 다음과 같이 설명드립니다:  ### EVIDENCE 1 - **정정 사유**: 계약 금액 및 기간 변경 - **정정 전 계약금액**: 580,653,479,709원 → **정정 후 계약금액**: 837,286,000,000원 - **정정 전 매출액 대비 비율**: 3.21% → **정정 후 매출액 대비 비율**: 4.63% - **정정 전 계약 기간**: 정보 없음 → **정정 후 계약 기간**: 2022-10-17 ~ 2026-10-31 - **기타 변경 사항**: 계약 상대방 및 판매 공급 지역에 대한 정보는 동일함.  ### EVIDENCE 2 - **정정 사유**: 변경계약 체결(공사금액, 공사기간) - **정정 전 계약금액**: 497,052,750,159원 → **정정 후 계약금액**: 920,797,500,000원 - **정정 전 매출액 대비 비율**: 2.93% → **정정 후 매출액 대비 비율**: 5.43% - **정정 전 계약 기간**: 정보 없음 → **정정 후 계약 기간**: 실착공일 이후 46개월 - **기타 변경 사항**: 계약 상대방 및 판매 공급 지역에 대한 정보는 동일함.  ",0,0,1,required_any,1,2,2,1.0,,0,0,11,4,0,7,0.3636,0.6364,0.0667,0.1667,계약(수주)일자 / 계약상대 / 대규모법인여부 / 종료일 / 체결계약명 / 최근매출액 / 판매공급계약구분,23,0,1,1,0,정답,1,1,0,,answered,1,0,none,mixed,correction_diff,,20.82,7.8,206.0,49.5,0.0,3503.3,33.8,0.1,0.8,17044.9,20823.0,0.0,1
S025,두산로보틱스의 주요사항보고서 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역은 다음과 같습니다:  1. 첫 번째 정정 (2024년 7월 15일):    - 정정 전: 향후 회사구조개편에 관한 계획 부분에서 구체적인 합병 계획이 언급되지 않았습니다.    - 정정 후: 향후 회사구조개편에 관한 계획 부분에 두산로보틱스와 두산밥캣의 신속한 합병 계획이 추가되었습니다.  2. 두 번째 정정 (2024년 8월 29일):    - 정정 전: 두산밥캣과의 주식교환 계약이 유지되고 있었습니다.    - 정정 후: 두산밥캣과의 주식교환 계약이 해제되었고, 이에 따라 분할합병비율에 미치는 영향이 없다는 내용이 추가되었습니다.  3. 세 번째 정정 (2024년 12월 10일):    - 정정 전: 두산에너빌리티와의 분할합병 절차가 진행 중이었습니다.    - 정정 후: 외부 이슈로 인해 주식시장 혼란이 발생하고 주가가 급락함에 따라, 두산에너빌리티와의 분할합병 계약을 해제하고 모든 관련 절차를 중단한다는 내용이 추가되었습니다.  이러한 정정사항을 통해 두산로보틱스는 원래 계획했던 합병 및 분할합병 절차에서 중요한 변화가 있었음을 알 수 있습니다. 특히, 마지막 정정은 모든 분할합병 관련 사항을 취소하게 만든 큰 변화였습니다.  근거: maj",0,0,0,required_any,1,3,0,0.0,"64,400,000,000 / 합의해제 / D20 Capital",0,0,0,0,0,0,,,0.1538,1.0,,0,0,1,1,0,답변실패,1,1,0,,answered,1,0,none,mixed,correction_diff,,10.03,402.9,408.9,52.4,0.1,3717.2,0.0,0.1,0.0,5444.4,10029.6,3.6,1
S026,한화에어로스페이스의 주요사항보고서 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역이 있습니다. 한화에어로스페이스의 주요사항보고서(유상증자결정) 공시 중 일부가 정정되었습니다. 아래는 정정된 내용에 대한 설명입니다:  1. **공정거래위원회 신고대상 여부**:      - 최초 공시에서는 ""미해당""이었으나, 정정 후에는 ""해당""으로 변경되었습니다. 이는 특수관계인이 유상증자에 참여하기로 결정함에 따라 변경된 것입니다.  2. **신주 발행가액**:      - 최초 공시에서는 예정발행가가 보통주식 684,000원으로 설정되었으나, 최종 발행가는 동일하게 보통주식 684,000원으로 확정되었습니다. 다만, 예정발행가의 확정일이 2025년 06월 26일로 명시되었습니다.  3. **신주 배정방법**:      - 최초 공시에서는 신주배정기준일이 ""2025년 05월 23일 예정""이었으나, 정정 후에는 날짜가 구체화되어 ""2025년 05월 23일""로 변경되었습니다.  4. **기타 투자판단에 참고할 사항**:      - 최초 공시에서는 증권신고서 제출 예정일이 ""2025년 05월 21일""로 되어 있었으나, 정정 후에는 ""2025년 06월 27일""로 변경되었습니다.  이러한 정정 사항들은 주로 유상증자의 구체적인 일정과 조건들이 확정되면",0,0,0,required_any,1,2,1,0.5,확정발행가,0,0,0,0,0,0,,,0.2,1.0,,1,0,1,1,0,답변실패,1,1,0,,answered,1,0,none,mixed,correction_diff,,9.83,233.7,70.0,47.2,0.1,3338.8,0.0,0.1,0.0,6131.7,9826.5,5.0,1
