id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec
S011,"두산에너빌리티와 한전기술 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"두산에너빌리티 (두산에너빌리티 4,928,968,079,043 vs 한전기술 1,250,850,298,678)",1,"두산에너빌리티와 한전기술 각각의 단일판매·공급계약 중 최대 계약금액은 다음과 같습니다:  - 두산에너빌리티의 최대 계약금액: 4,928,968,079,043원 (2025년 12월 16일 공시) - 한전기술의 최대 계약금액: 1,250,850,298,678원 (2025년 12월 12일 공시)  따라서, 최대 계약금액이 더 큰 기업은 두산에너빌리티입니다.  근거:  - 두산에너빌리티 최대 계약금액: exchange_20251216801147 - 한전기술 최대 계약금액: exchange_20251212801320",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,compare,,8.29
S012,"현대건설과 삼성E&A 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"현대건설 (현대건설 4,390,170,544,000 vs 삼성E&A 2,897,903,803,942)",1,"▶ 현대건설 계약금액 최대값: 4,390,170,544,000 [report_id: exchange_20250915800004] ▶ 삼성E&A 계약금액 최대값: 2,897,903,803,942 [report_id: exchange_20231006800347]  현대건설의 최대 계약금액은 4,390,170,544,000원이며, 삼성E&A의 최대 계약금액은 2,897,903,803,942원입니다. 따라서 최대 계약금액이 더 큰 기업은 현대건설입니다.  근거: FACT(report_id: exchange_20250915800004, report_id: exchange_20231006800347)",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,0,0,0,정답,1,1,1,,answered,1,0,none,closed,compare,,10.33
S013,"현대글로비스와 HMM 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"현대글로비스 (현대글로비스 3,365,500,000,000 vs HMM 1,282,363,356,560)",1,"현대글로비스와 HMM 각각의 단일판매·공급계약 중 최대 계약금액은 다음과 같습니다:  - 현대글로비스: 3,365,500,000,000원     - 근거: [exchange_20241231800103]  - HMM: 1,282,363,356,560원     - 근거: [exchange_20231027800429]  따라서 최대 계약금액이 더 큰 기업은 현대글로비스입니다.  근거:  - 현대글로비스 최대 계약금액: [exchange_20241231800103] - HMM 최대 계약금액: [exchange_20231027800429]",0,0,0,compare_no_verdict,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,0,1,1,0,답변실패,1,1,1,,answered,1,0,none,closed,compare,,5.68
S014,"삼성바이오로직스와 셀트리온 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",,?,"삼성바이오로직스 (삼성바이오로직스 2,074,694,843,000 vs 셀트리온 423,600,000,000)",1,"삼성바이오로직스의 단일판매·공급계약 중 최대 계약금액은 2,074,694,843,000원이며, 이는 2025년 1월 14일에 공시된 내용입니다. 반면, 셀트리온의 단일판매·공급계약 중 최대 계약금액은 423,600,000,000원으로, 2023년 9월 25일에 공시된 내용입니다. 따라서 최대 계약금액이 더 큰 기업은 삼성바이오로직스입니다.  근거: exchange_20250114800022, exchange_20230925800006",0,0,1,compare,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,compare,,9.88
S015,LG에너지솔루션이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, LG에너지솔루션이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다. 해지된 계약은 다음과 같습니다:  1. **Ford Motor Company와의 전기차 배터리 공급계약**    - 해지일자: 2025년 12월 17일    - 해지금액(원): 9,603,075,000,000    - 최근매출액(원): 33,745,469,740,463    - 매출액대비(%): 28.5    - 해지 주요사유: 거래 상대방의 계약 해지 통보  2. **Freudenberg Battery Power Systems, LLC와의 전기차 배터리 공급계약**    - 해지일자: 2025년 12월 26일    - 해지금액(원): 3,921,711,000,000    - 최근매출액(원): 33,745,469,740,463    - 매출액대비(%): 11.6    - 해지 주요사유: 계약상대의 배터리 사업 철수로 상호 합의에 의한 계약 해지  근거: exchange_20251217800800, exchange_20251226800706",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,5,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,18.86
S016,한미약품이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"한미약품이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다.   해지된 계약은 ""(주)제넥신과의 코로나19 백신 위탁생산 계약해지 합의""입니다. 이 계약은 2021년 5월 18일에 체결되었으며, 2023년 2월 27일에 해지되었습니다. 해지 사유는 계약상대방의 코로나19 백신(GX-19N) 개발 중단 결정 때문이었습니다.   해지된 계약의 금액은 23,419,586,850원이었으며, 이는 최근 매출액(1,075,853,605,008원)의 2.18%에 해당합니다.   근거: exchange_20230227800485::main::C1",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,3,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,7.95
S017,삼성중공업이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, 삼성중공업이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다. 해지된 계약은 다음과 같습니다:  1. **블록 및 기자재 공급계약**    - 계약 상대: 유럽 지역 선주    - 계약 금액: 2,807,200,000,000원    - 해지 사유: 선주사의 위법한 계약해지    - 해지 일자: 2025년 6월 18일  2. **블록, 기자재 및 설계 공급계약**    - 계약 상대: 유라시아 지역 선주    - 계약 금액: 2,045,300,000,000원    - 해지 사유: 선주사의 위법한 계약해지    - 해지 일자: 2025년 6월 18일  3. **원유운반선 1척 공급계약**    - 계약 상대: 오세아니아 지역 선주    - 계약 금액: 114,800,000,000원    - 해지 사유: 선주사의 계약 의무 불이행    - 해지 일자: 2026년 3월 14일  위 정보는 삼성중공업의 공시 내용을 바탕으로 작성되었습니다.  근거: exchange_20250618800387, exchange_20250618800388, exchange_20260316801038",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,3,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,12.07
S018,한전기술이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, 한전기술이 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재합니다.   해지된 계약은 다음과 같습니다: - 계약명: 논산 바이오매스 발전사업 건설공사 - 해지금액: 81,895,000,000원 - 최근매출액 대비 비율: 18.97% - 계약상대방: 논산바이오에너지(주) - 해지 주요 사유: 발주처의 PF(Project Financing) 계약 불이행 - 해지 일자: 2024년 8월 26일  근거: exchange_20240826800108::main::C1",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,2,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,8.08
S019,한국항공우주가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가? 존재한다면 어떤 계약인가?,,?,예 (해지 공시 존재),1,"네, 한국항공우주는 체결했던 단일판매·공급계약 중 하나가 해지되었습니다. 해지된 계약은 다음과 같습니다:  - **계약명**: 차세대 중형 민항기 주익 개발 및 공급 계약 - **해지 사유**: 계약상대방(Embraer)의 계약이행 불가에 따른 계약해지 - **해지 일자**: 2023년 9월 26일 - **해지금액**: 4,004,923,296,000원 - **최근 매출액 대비 비율**: 156.30% - **계약 상대방**: Embraer  이 정보는 한국항공우주의 [단일판매ㆍ공급계약 해지](https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230926800443) 공시에서 확인할 수 있습니다.  근거: exchange_20230926800443::main::C1",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,4,0,1,1,0,정답,0,1,0,001,answered,1,0,none,closed,lookup,,10.89
S020,삼성전자가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"아니오, 삼성전자가 체결한 단일판매·공급계약 중 이후 해지된 계약은 없습니다.   근거: exchange_20250731800028",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,0.5,1.0,,0,0,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,2.13
S021,한미반도체가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"아니오. 한미반도체의 공시 60건을 전수 확인한 결과, 단일판매·공급계약이 해지되었다는 내용의 공시는 존재하지 않습니다.  근거: [전수 확인]",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,1,1,0,정답,1,0,0,,answered,1,0,none,closed,lookup,,4.28
S022,현대오토에버가 체결한 단일판매·공급계약 중 이후 해지된 계약이 존재하는가?,,?,아니오 (해지 공시 없음),1,"아니오, 현대오토에버가 체결한 단일판매·공급계약 중 이후 해지된 계약은 존재하지 않습니다.  근거: [전수 확인]",0,0,1,yes_no,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,1,1,0,정답,1,0,0,,answered,1,0,none,closed,lookup,,2.82
S023,삼성E&A의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"예, 삼성E&A의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있습니다. 아래는 몇 가지 예시입니다:  1. **BAPCO Modernization Program(BMP)** 계약    - 최초 공시일: 2022-10-07    - 정정 사유: 계약금액, 종료일 변경    - 최초 계약금액: 1,534,730,639,454원 → 정정 후 계약금액: 1,719,659,644,816원    - 최초 종료일: 2024-06-25 → 정정 후 종료일: 2025-10-26    - 최근 공시일: 2025-10-24  2. **기흥 신규 연구라인 (구 용역동 부지)UT동/그린동 골조공사** 계약    - 최초 공시일: 2023-09-18    - 정정 사유: 계약기간 변경    - 최초 종료일: 2025-09-30 → 정정 후 종료일: (협의 중으로 미정)    - 최근 공시일: 2024-12-05     3. **Crude Flexibility Project** 계약    - 최초 공시일: 2022-08-11    - 정정 사유: 계약 종료일 변경    - 최초 종료일: 2023-10-27 → 정정 후 종료일: 2024-03-30    - 최근 공시일: 2022-08-",0,0,1,required_any,1,2,2,1.0,,0,0,11,0,0,11,0.0,1.0,0.0,,계약(수주)일자 / 계약금액 / 계약상대 / 대규모법인여부 / 매출액대비 / 시작일 / 종료일 / 체결계약명 / 최근매출액 / 판매공급계약구분 / 판매공급지역,2,0,1,0,0,정답,1,0,0,,answered,1,0,none,mixed,correction_diff,,21.59
S024,현대건설의 단일판매ㆍ공급계약체결 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역이 있습니다. 아래는 현대건설의 단일판매ㆍ공급계약체결 공시가 정정된 사례들입니다:  1. **대조제1구역 주택재개발정비사업**    - 최초 공시: 2022년 7월 29일    - 정정 사유: 계약 금액 및 기간 변경    - 최초 계약금액: 580,653,479,709원 → 정정 후 계약금액: 837,286,000,000원    - 매출액 대비 비율: 3.21% → 4.63%    - 계약 기간: 2022년 10월 17일부터 2026년 10월 31일까지  2. **광명제11R구역 주택재개발정비사업**    - 최초 공시: 2021년 6월 1일    - 정정 사유: 변경계약 체결(공사금액, 공사기간)    - 최초 계약금액: 497,052,750,159원 → 정정 후 계약금액: 920,797,500,000원    - 매출액 대비 비율: 2.93% → 5.43%  3. **사우디 아미랄 (Amiral) 프로젝트 PKG #1,4**    - 최초 공시: 2023년 6월 13일    - 정정 사유: 계약금액 변경    - 최초 계약금액: 3,072,243,348,055원 → 정정 후 계약금액: 3,089,421,749,344원    - 매출액 대비 비율:",0,0,1,required_any,1,2,2,1.0,,0,0,11,2,0,9,0.1818,0.8182,0.0667,0.1667,계약(수주)일자 / 계약상대 / 대규모법인여부 / 시작일 / 종료일 / 체결계약명 / 최근매출액 / 판매공급계약구분 / 판매공급지역,24,0,1,1,0,정답,1,1,0,,answered,1,0,none,mixed,correction_diff,,18.26
S025,두산로보틱스의 주요사항보고서 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역은 다음과 같습니다:  1. 첫 번째 정정 (2024년 7월 15일):    - 정정 전: 향후 회사구조개편에 관한 계획에 대한 언급이 있었으나 구체적인 내용은 없었습니다.    - 정정 후: 두산로보틱스와 두산밥캣을 신속히 합병할 예정이라는 구체적인 계획을 추가하였습니다.  2. 마지막 정정 (2024년 12월 10일):    - 정정 전: 분할합병 계약 해제 결정에 관한 내용이 포함되어 있지 않았습니다.    - 정정 후: 분할합병 계약 해제 결정을 포함하여 모든 분할합병 관련 절차가 중단되었다는 내용을 추가하였습니다.  이러한 정정은 주로 회사의 합병 계획 변화와 관련된 중요한 정보를 업데이트하는 것을 목적으로 하였습니다.  근거: major_20240715000355, major_20241210000312",0,0,0,required_any,1,3,0,0.0,"64,400,000,000 / 합의해제 / D20 Capital",0,0,0,0,0,0,,,0.1538,1.0,,0,0,1,1,0,답변실패,1,1,0,,answered,1,0,none,mixed,correction_diff,,7.46
S026,한화에어로스페이스의 주요사항보고서 공시가 정정된 내역이 있는가? 있다면 최초 공시와 최종 정정본 사이에 무엇이 달라졌는지 설명해줘.,,?,,0,"정정 내역이 있습니다. 한화에어로스페이스의 주요사항보고서(유상증자결정) 공시가 여러 차례 정정되었습니다. 아래는 주요 정정 사항들입니다:  1. 첫 번째 정정 (2025년 03월 26일):    - 정정 항목: 공정거래위원회 신고대상 여부    - 정정 사유: 특수관계인의 유상증자 참여 결정에 따른 정정    - 정정 전: 미해당 → 정정 후: 해당  2. 두 번째 정정 (2025년 06월 27일):    - 정정 항목: 신주 발행가액    - 정정 사유: 최종 발행가액 확정    - 정정 전: 예정발행가 보통주식 684,000원, 확정예정일 2025년 06월 26일    - 정정 후: 확정발행가 보통주식 684,000원, 예정발행가 및 확정예정일 삭제        - 정정 항목: 신주의 배정방법    - 정정 사유: 기재 정정    - 정정 전: 구주주 배정 비율 1주당 0.0750828939주    - 정정 후: 구주주 배정 비율 1주당 0.0723536478주     - 정정 항목: 기타 투자판단에 참고할 사항    - 정정 사유: 최종 발행가액 확정    - 정정 전: 증권신고서 제출 예정일 2025년 05월 21일    - 정정 후: 증권신고서 제출",0,0,1,required_any,1,2,2,1.0,,0,0,0,0,0,0,,,0.2,1.0,,3,0,1,1,0,정답,1,1,0,,answered,1,0,none,mixed,correction_diff,,10.76
S027,삼성전자의 사업보고서(2023.12)와 사업보고서(2025.12)를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,"### 삼성전자의 사업보고서 비교 (2023.12 vs 2025.12)  #### 재무 지표 변화  1. **매출액**    - 2023년: 258조 9354억원     - 2025년: 334조원   2. **영업이익**    - 2023년: 6조 5669억원     - 2025년: 44조원   3. **부채 비율**    - 2023년: 25.4%     - 2025년: 29.9%  4. **자기자본 비율**    - 2023년: 79.8%     - 2025년: 77.0%  5. **ROE (Return on Equity)**    - 2023년: 4.3%     - 2025년: 10.8%  #### 사업 부문 변화  1. **핵심 제품**    - 2023년: 갤럭시 S23 시리즈, 갤럭시 Z 폴드5와 갤럭시 Z 플립5, Neo QLED TV, BESPOKE 라인업    - 2025년: Galaxy S25 시리즈, Galaxy Z 폴드7와 Galaxy Z 플립7, '비전 AI'  2. **반도체 사업**    - 2023년: HBM, DDR5, LPDDR5x 등 고부가가치 제품 확대    - 2025년: HBM4, DDR5 등 고부가가치 제품 수요에 적",0,0,0,required,1,4,0,0.0,"258,935,494 / 333,605,938 / 6,566,976 / 43,601,051",0,0,0,0,0,0,,,0.0,,,12,0,1,1,0,답변실패,0,0,0,258 / 5669 / 9354,answered,1,0,none,open,compare,,15.83
S028,SK하이닉스의 사업보고서(2023.12)와 사업보고서(2025.12)를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,"### 핵심 사업 변화 2023년 12월 기준, SK하이닉스는 주로 DRAM, NAND Flash 및 MCP와 같은 메모리 반도체 제품을 중심으로 사업을 운영하고 있었으며, 시스템 LSI 분야의 CIS(CMOS Image Sensor) 사업 및 Foundry 사업도 추진하고 있다고 밝혔습니다. 그러나 2025년 12월 기준의 사업 내용에 대한 정보는 제공되지 않았습니다.  ### 주요 재무지표 변화 #### 자산 총계 - 2023년 12월 기준: 92,949,387 백만 원 - 2025년 12월 기준: 168,903,929 백만 원  #### 부채 총계 - 2023년 12월 기준: 38,431,065 백만 원 - 2025년 12월 기준: 51,585,367 백만 원  #### 자본 총계 - 2023년 12월 기준: 54,518,322 백만 원 - 2025년 12월 기준: 117,318,562 백만 원  #### 매출액 - 2023년 12월 기준: 27,639,997 백만 원 - 2025년 12월 기준: 86,852,117 백만 원  #### 영업이익 - 2023년 12월 기준: -4,672,124 백만 원 - 2025년 12월 기준: 44,007,409 백만",0,0,0,required,1,4,0,0.0,"32,765,719 / 97,146,675 / 7,730,313 / 47,206,319",0,0,0,0,0,0,,,1.0,1.0,,12,0,1,1,0,답변실패,1,1,1,,answered,1,0,none,open,compare,,15.41
S029,한미반도체의 사업보고서(2023.12)와 사업보고서(2025.12)를 비교했을 때 핵심 사업과 주요 재무지표가 어떻게 변화했는지 설명해줘.,,?,,0,"### 한미반도체 사업보고서 비교 (2023.12 vs 2025.12)  #### 1. 핵심 사업의 변화 - **2023.12**:    - 글로벌 경기 침체와 반도체 산업의 투자 위축에도 불구하고, 인공지능(AI) 투자 붐과 고대역폭메모리(HBM) 수요 급증이 주요 이슈였음.   - SK하이닉스로부터 DUAL TC BONDER 장비 수주가 큰 폭으로 증가하여 창사 최대 수주를 기록함.    - **2025.12**:    - 구체적인 사업 내용에 대한 정보는 제공되지 않았으므로, 해당 기간 동안의 핵심 사업에 대해서는 추가적인 정보가 필요합니다.  #### 2. 주요 재무지표 변화 **매출액** - **2023.12**: 1,590억원 - **2025.12**: 559,680,004,877원 (약 5,596억원)  **영업이익** - **2023.12**: 346억원 - **2025.12**: 242,363,715,065원 (약 2,423억원)  **당기순이익** - **2023.12**: 271,233,993,739원 (약 2,712억원) - **2025.12**: 208,275,784,005원 (약 2,083억원)  **ROE (Return on Equ",0,0,0,required,1,4,0,0.0,"159,009 / 576,685 / 34,571 / 251,390",0,0,0,0,0,0,,,0.0,,,16,0,1,1,0,답변실패,1,0,0,,answered,1,0,none,open,compare,,16.76
S030,디앤디파마텍이 2025년에 실시한 자금조달 내역을 유형별로 정리해줘.,,?,,0,"디앤디파마텍의 2025년 자금조달 내역은 다음과 같습니다.  ### 전환사채권 발행결정 - **발행일자:** 2025년 6월 11일 - **사채의 권면(전자등록)총액:** 34,326,120,000원 - **자금조달 목적:**   - 운영자금: 19,650,000,000원   - 타법인 증권 취득자금: 14,676,120,000원 - **사채의 이율:** 표면이자율 0%, 만기이자율 0% - **사채만기일:** 2055년 6월 20일 - **이자지급방법:** 매 분기마다 지급, 이연 가능 - **원금상환방법:** 발행일로부터 30년 경과 후 상환, 30년 단위 연장 가능 - **사채발행방법:** 사모  ### 타법인 주식 및 출자증권 양수결정 - **발행일자:** 2025년 6월 11일 - **취득목적:** 자회사의 Valted Seq, Inc.의 외부주주가 보유하고 있던 보통주 및 우선주 (25%)의 취득 - **취득가격:** 14,676,120,000원  ### 자본으로 인정되는 채무증권 발행결정 - **발행일자:** 2025년 6월 11일 - **사채의 권면(전자등록)총액:** 34,326,120,000원 - **자금조달 목적:**   - 운영자금: 1",0,0,1,required,1,3,3,1.0,,0,0,0,0,0,0,,,1.0,1.0,,3,0,1,1,0,정답,1,1,1,,answered,1,0,none,open,summarize,,14.07
