id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,unit_stated,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec,ms_bm25,ms_dense,ms_sparse,ms_fusion,ms_rerank,ms_facts,ms_expand,ms_process,ms_hcx,ms_total,ms_other,n_searches
G0150,기아의 분기보고서 (2024.03)에 기재된 IV.이사의경영진단및분석의견은 얼마인가?,기아,periodic,238,1,IV. 이사의 경영진단 및 분석의견 페이지 번호: 238   근거: report_id(periodic_20240516001819::main::P43::C1),1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,0,정답,1,1,0,,answered,1,0,none,closed,lookup,,7.17,83.8,97.3,70.4,0.1,5223.0,24.8,8.2,0.5,1679.5,7172.1,0.0,1
G0151,한국항공우주의 분기보고서 (2025.03)에 기재된 감자차익은 얼마인가?,한국항공우주,periodic,"4,053,367",1,필수 항목(항공우주)을 공시 근거에서 확인할 수 없어 답변하지 않습니다.,0,0,0,value,1,0,0,,,0,0,2,1,0,1,0.5,0.5,0.0,,감자차익,0,0,1,0,1,,거부(근거있음),0,0,0,,abstention_gate,0,2,,closed,lookup,,17.29,783.4,430.4,234.8,0.2,15822.7,5634.8,7.1,1.1,,17290.4,0.0,3
G0152,이마트의 분기보고서 (2026.03)에 기재된 손상차손은 얼마인가?,이마트,periodic,446,1,이마트의 분기보고서 (2026.03)에 기재된 손상차손은 446백만원입니다.  근거: report_id(periodic_20260514000817),1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,2,1,1,0,0,정답,1,1,0,,answered,1,0,none,closed,lookup,,7.79,386.6,175.4,61.2,0.1,5313.7,28.2,5.3,0.5,1834.2,7792.8,0.0,1
G0153,두산에너빌리티의 반기보고서 (2025.06)에 기재된 부채총액은 얼마인가?,두산에너빌리티,periodic,"(109,920)",1,"두산에너빌리티의 반기보고서 (2025.06)에 기재된 부채총액은 14,676,911백만원입니다.  근거: report_id(periodic_20250814003907)",0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,0,답변실패,1,1,0,,answered,1,0,none,closed,lookup,,8.21,287.7,180.8,62.8,0.1,5961.1,35.7,4.1,0.9,1708.0,8209.1,0.0,1
G0154,삼성E&A의 사업보고서 (2023.12)에 기재된 수권주식수는 얼마인가?,삼성E&A,periodic,"300,000,000",1,필수 항목(수권주식수)을 공시 근거에서 확인할 수 없어 답변하지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,,,0,0,1,0,1,,거부(근거있음),0,0,0,,abstention_gate,0,2,,closed,lookup,,21.06,452.7,473.2,163.8,0.2,19944.3,19.6,4.0,0.7,,21060.1,1.5,3
G0155,KB금융의 반기보고서 (2024.06)에 기재된 KB국민카드는 얼마인가?,KB금융,periodic,"559,147",1,"필수 항목(금융, 반기)을 공시 근거에서 확인할 수 없어 답변하지 않습니다.",0,0,0,value,1,0,0,,,0,0,3,1,0,2,0.3333,0.6667,0.0,,KB국민카드 / 금융,0,0,1,0,1,,거부(근거있음),0,0,0,,abstention_gate,0,2,,closed,lookup,,19.81,34.8,154.6,145.4,0.2,19451.8,10266.9,8.1,0.9,,19806.9,0.0,3
G0156,한화오션의 사업보고서 (2024.12)에 기재된 종속기업및관계기업투자는 얼마인가?,한화오션,periodic,"4,466",1,필수 항목(종속기업및관계기업투자)을 공시 근거에서 확인할 수 없어 답변하지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,,,0,0,1,0,1,,거부(근거있음),0,0,0,,abstention_gate,0,2,,closed,lookup,,20.47,446.6,262.9,168.2,0.2,19573.1,30.3,8.0,0.7,,20473.2,0.0,3
G0157,엘에스일렉트릭의 반기보고서 (2024.06)에 기재된 영업이익은 얼마인가?,엘에스일렉트릭,periodic,"899,674",1,"엘에스일렉트릭의 반기보고서 (2024.06)에 기재된 영업이익은 188,133백만원입니다.  근거: report_id(periodic_20240814001155, chunk_id: periodic_20240814001155::main::P18::C4)",0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,0,답변실패,1,1,0,,answered,1,0,none,closed,lookup,,9.58,433.3,205.4,91.0,0.1,6614.3,1957.5,11.7,0.7,2218.8,9578.7,0.0,1
G0158,SK텔레콤의 분기보고서 (2023.03)에 기재된 기타의비유동자산은 얼마인가?,SK텔레콤,periodic,"22,272,854",1,"제공된 근거로는 확인할 수 없습니다.   근거: report_id(periodic_20230512000710), ...",0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,1.0,1.0,기타의비유동자산,0,0,1,1,1,,거부(근거있음),1,1,0,,answered,1,0,none,closed,lookup,,8.17,31.5,106.7,85.7,0.1,6397.6,3412.3,7.6,0.8,1527.1,8166.7,0.0,1
G0159,삼성전기의 사업보고서 (2024.12)에 기재된 매입채무및기타채무금액중공급자금융약정과관련된금융부채는 얼마인가?,삼성전기,periodic,"24,815",1,"삼성전기의 사업보고서 (2024.12)에 기재된 매입채무및기타채무금액 중 공급자금융약정과 관련된 금융부채는 **24,815천 원**입니다.  근거: FACT [report_id: periodic_20250311001190]",1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,2,1,1,0,0,정답,1,1,0,,answered,1,1,none,closed,lookup,,15.8,439.9,244.9,150.9,0.1,12733.7,30.8,8.5,1.3,2208.1,15799.3,0.0,2
G0160,대우건설의 사업보고서 (2024.12)에 기재된 주당액면가액은 얼마인가?,대우건설,periodic,"5,000",1,"주당액면가액: 5,000원   근거: report_id(periodic_20250813000868)",1,1,1,value,1,0,0,,,0,0,2,1,0,1,0.5,0.5,1.0,1.0,건설,1,1,1,1,0,1,정답,1,1,0,,answered,1,0,none,closed,lookup,,9.31,407.8,381.6,61.0,0.1,6556.2,2145.1,4.5,0.4,1880.4,9304.9,0.0,1
G0161,신한지주의 사업보고서 (2024.12)에 기재된 총회수가능액은 얼마인가?,신한지주,periodic,"60,171,578",1,"60,171,578백만원   근거: report_id(periodic_20250318000993)",1,1,1,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,1.0,1.0,총회수가능액,1,1,1,1,0,1,정답,1,1,0,,answered,1,0,none,closed,lookup,,8.45,339.3,353.7,60.2,0.1,6179.0,24.7,22.5,1.2,1480.7,8448.0,0.0,1
G0162,CJ제일제당의 사업보고서 (2025.12)에 기재된 부채총계는 얼마인가?,CJ제일제당,periodic,"29,949,341",1,"CJ제일제당의 2025년 12월 말 부채총계는 18조 1,936억원입니다.  근거: report_id(periodic_20260316001116), chunk_id(periodic_20260316001116::main::P25::C2)",0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,0,0,1,1,0,1,답변실패,1,1,0,,answered,1,0,none,closed,lookup,,9.21,271.2,199.6,78.4,0.1,6414.5,3778.7,9.6,0.6,2219.8,9209.8,0.0,1
G0163,LG에너지솔루션의 분기보고서 (2026.03)에 기재된 미래임금상승률에대한보험수리적가정은 얼마인가?,LG에너지솔루션,periodic,0.0396,1,미래임금상승률에 대한 보험수리적 가정: 0.0396  근거: report_id(periodic_20260514001046),1,1,1,value,1,0,0,,,0,0,2,1,0,1,0.5,0.5,1.0,1.0,에너지솔루션,1,1,1,1,0,0,정답,1,1,0,,answered,1,0,none,closed,lookup,,9.65,600.4,434.3,64.8,0.1,6689.3,4228.8,10.8,0.8,1832.0,9647.4,0.0,1
G0164,"LIG디펜스앤에어로스페이스의 사업보고서 (2023.12)에 기재된 주요경영진에대한보상,단기종업원급여는 얼마인가?",LIG디펜스앤에어로스페이스,periodic,"2,207,550",1,"LIG디펜스앤에어로스페이스의 주요경영진에 대한 보상 중 단기종업원급여에 대한 정보는 다음과 같습니다:  1. 연결재무제표 기준:    - 당기(2023년): 2,207,550천 원    - 전기(2022년): 2,405,554천 원  2. 별도재무제표 기준:    - 당기(2023년): 2,207,550천 원    - 전기(2022년): 2,215,744천 원  따라서, LIG디펜스앤에어로스페이스의 주요경영진에 대한 보상 중 단기종업원급여는 연결재무제표와 별도재무제표 모두에서 각각 2,207,550천 원(당기)과 2,405,554천 원(전기) 및 2,215,744천 원(전기)으로 나타납니다.  근거:  - 주요경영진에대한보상,단기종업원급여: 2,207,550 (LIG디펜스앤에어로스페이스 / 사업보고서 / 20240320) [report_id: periodic_20240320001078] - 주요경영진에대한보상,단기종업원급여: 2,405,554 (LIG디펜스앤에어로스페이스 / 사업보고서 / 20240320) [report_id: periodic_20240320001078] - 주요경영진에대한보상,단기종업원급여: 2,215,744 (LIG디펜스앤에어로스페이스 /",1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,0.0,,3,1,1,1,0,0,정답,1,1,0,,answered,1,0,none,closed,lookup,,14.17,378.9,161.3,89.4,0.1,6151.6,66.3,8.1,0.3,7367.4,14168.9,0.0,1
G0165,하나금융지주의 반기보고서 (2025.06)에 기재된 지에스건설은 얼마인가?,하나금융지주,periodic,"7,009",1,"지에스건설의 신용공여액은 7,009억원입니다.  근거: report_id(periodic_20250814004489::main::P12::C31), report_id(periodic_20250814003918)",1,1,1,value,1,0,0,,,0,0,3,1,0,2,0.3333,0.6667,1.0,0.5,금융 / 반기,1,1,1,1,0,1,정답,1,1,0,,answered,1,0,none,closed,lookup,,8.76,276.7,357.1,55.2,0.1,6108.7,3983.0,10.5,0.4,1945.0,8764.0,0.0,1
G0166,하이브의 분기보고서 (2023.09)에 기재된 기타비유동금융부채는 얼마인가?,하이브,periodic,"99,514",1,"기타비유동금융부채는 99,514천원입니다.  근거: report_id(periodic_20231114001924)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,1,정답,1,1,0,,answered,1,0,none,closed,lookup,,8.21,297.5,215.8,61.6,0.1,5971.6,13.3,8.5,0.5,1647.0,8212.0,0.0,1
G0167,KB금융의 분기보고서 (2023.09)에 기재된 법인세비용차감전순이익은 얼마인가?,KB금융,periodic,"307,464",1,"KB금융의 분기보고서 (2023.09)에 기재된 법인세비용차감전순이익은 307,464백만원입니다.  근거: report_id(periodic_20241230000635)",1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,0.0,,2,2,1,1,0,0,정답,1,1,0,,answered,1,1,none,closed,lookup,,14.6,67.7,211.0,119.7,0.1,12188.3,4095.6,9.9,0.8,1995.4,14595.8,0.0,2
G0168,HD현대일렉트릭의 분기보고서 (2026.03)에 기재된 자산총계는 얼마인가?,HD현대일렉트릭,periodic,"8,993,052",1,"HD현대일렉트릭의 분기보고서 (2026.03)에 기재된 자산총계는 **3,298,903백만원**입니다.  근거: periodic_20260515002315::main::P16::C14",0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,0,답변실패,1,1,0,,answered,1,0,none,closed,lookup,,9.09,393.8,166.8,50.9,0.1,6547.2,3673.0,3.8,0.8,1919.2,9085.6,0.0,1
G0169,한화오션의 분기보고서 (2025.09)에 기재된 지급보증KRW는 얼마인가?,한화오션,periodic,"12,616",1,"12,616백만원   근거: FACT [report_id: periodic_20251112000440]",1,1,1,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,1.0,1.0,지급보증KRW,1,1,1,1,0,1,정답,1,1,0,,answered,1,0,none,closed,lookup,,7.55,31.6,99.6,70.3,0.1,6117.1,5.8,10.4,1.0,1206.8,7547.4,4.8,1
G0170,신한지주의 분기보고서 (2025.03)에 기재된 분기말금액은 얼마인가?,신한지주,periodic,"1,490,821",1,"1,490,821백만원   근거: report_id(periodic_20250515002546)",1,1,1,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,1.0,1.0,분기말금액,1,1,1,1,0,1,정답,1,1,0,,answered,1,1,none,closed,lookup,,14.19,31.9,142.7,93.6,0.1,12280.4,2.9,11.2,1.3,1618.7,14189.9,6.9,2
G0171,삼성생명의 반기보고서 (2023.06)에 기재된 유ㆍ무형자산처분이익등기타영업외수익은 얼마인가?,삼성생명,periodic,"(2,196)",1,"삼성생명의 반기보고서 (2023.06)에 기재된 유ㆍ무형자산처분이익 등 기타영업외수익은 2,196백만원입니다.  근거: report_id(periodic_20230927000660)",1,0,1,value,1,0,0,,,0,0,2,2,0,0,1.0,0.0,0.0,0.0,,2,0,1,1,0,0,정답,1,1,0,,answered,1,0,none,closed,lookup,,9.52,418.1,318.4,96.6,0.1,6480.4,2070.5,9.0,0.3,2178.7,9514.7,0.0,1
G0172,크래프톤의 분기보고서 (2023.03)에 기재된 영업비용은 얼마인가?,크래프톤,periodic,"3,112,850",1,"크래프톤의 분기보고서 (2023.03)에 기재된 영업비용은 255,698,325천원으로 기록되어 있습니다.  근거: report_id(periodic_20230515002494::main::P16::C36)",0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,0,답변실패,1,1,0,,answered,1,0,none,closed,lookup,,8.87,307.1,230.6,59.1,0.1,6056.9,17.7,8.1,0.7,2188.1,8874.6,6.2,1
G0173,HD현대중공업의 분기보고서 (2026.03)에 기재된 자본잉여금이입은 얼마인가?,HD현대중공업,periodic,"(2,500,000)",1,필수 항목(현대중공업)을 공시 근거에서 확인할 수 없어 답변하지 않습니다.,0,0,0,value,1,0,0,,,0,0,2,1,0,1,0.5,0.5,0.0,,자본잉여금이입,0,0,1,0,1,,거부(근거있음),0,0,0,,abstention_gate,0,2,,closed,lookup,,19.33,45.4,134.9,167.1,0.2,18960.8,10438.5,5.0,2.7,,19331.5,0.0,3
G0174,SK하이닉스의 분기보고서 (2024.03)에 기재된 보통주희석주당계속영업이익은 얼마인가?,SK하이닉스,periodic,"2,104원",1,"보통주희석주당계속영업이익은 2,788원입니다.  근거: periodic_20240516001638::main::P16::C115, periodic_20240516001638::main::P18::C51",0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,0,1,1,0,1,답변실패,1,1,0,,answered,1,0,none,closed,lookup,,8.82,27.6,87.5,67.5,0.1,6722.3,4001.7,4.8,0.5,1909.5,8822.8,0.0,1
G0175,"OCI홀딩스의 분기보고서 (2023.09)에 기재된 핏치,카본블랙,벤젠등관련제품의제조,판매는 얼마인가?",OCI홀딩스,periodic,16%,1,"핏치, 카본블랙, 벤젠 등 관련 제품의 제조, 판매 매출 비중은 16%입니다.  근거: report_id(periodic_20231114002496)",1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,0,0,1,1,0,1,정답,1,1,0,,answered,1,0,none,closed,lookup,,9.21,409.4,217.3,68.2,0.1,6748.5,16.2,5.0,0.9,1746.7,9211.4,0.0,1
G0176,HMM의 사업보고서 (2025.12)에 기재된 부채총계는 얼마인가?,HMM,periodic,"328,571,409",1,"HMM의 사업보고서 (2025.12)에 기재된 부채총계에 대한 정보는 제공된 근거에서 찾을 수 없습니다. 따라서 이에 대해 정확한 답변을 제공할 수 없습니다.  근거: report_id(periodic_20260318001444), chunk_id(periodic_20260318001444::main::P18::C90), report_id(periodic_20260318001444), chunk_id(periodic_20260318001444::main::P16::C135)",0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,0,1,1,1,0,거부(근거있음),1,1,0,,answered,1,0,none,closed,lookup,,10.08,399.4,262.2,54.3,0.1,6681.1,3783.2,12.3,0.6,2661.0,10083.3,0.0,1
G0177,삼성E&A의 분기보고서 (2024.09)에 기재된 주당액면가액은 얼마인가?,삼성E&A,periodic,"5,000",1,"5,000원  근거: report_id(periodic_20241114000592), chunk_id(periodic_20241114000592::main::P18::C34), [FACT]",1,1,1,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,1.0,1.0,주당액면가액,1,1,1,1,0,1,정답,1,1,0,,answered,1,0,none,closed,lookup,,8.19,15.9,92.2,67.1,0.1,6137.9,2.1,7.0,1.0,1854.0,8185.1,7.9,1
G0178,삼성전기의 사업보고서 (2023.12)에 기재된 출생연월은 얼마인가?,삼성전기,periodic,1981.09,1,삼성전기의 사업보고서 (2023.12)에 기재된 출생연월은 1981년 09월입니다.  근거: report_id(periodic_20240329002895),0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,0,1,1,0,0,답변실패,1,1,0,,answered,1,0,none,closed,lookup,,7.98,21.9,72.0,59.3,0.1,6043.9,3.1,4.1,0.3,1769.6,7980.2,5.9,1
G0179,JYP Ent의 사업보고서 (2023.12)에 기재된 유동비율은 얼마인가?,JYP Ent,periodic,148%,1,"JYP Ent의 사업보고서 (2023.12)에 기재된 유동비율은 **239%**입니다.  근거: EVIDENCE 1(report_id: periodic_20240318000479, chunk_id: periodic_20240318000479::main::P23::C5), FACT(report_id: periodic_20240318000479)",0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,0,답변실패,1,1,0,,answered,1,0,none,closed,calculate,,9.22,425.9,179.8,60.5,0.1,6156.6,30.6,14.8,1.2,2378.3,9220.3,0.0,1
G0180,에코프로비엠의 분기보고서 (2024.03)에 기재된 기타특수관계자의종업원에게부여한주식선택권수량은 얼마인가?,에코프로비엠,periodic,"3,247주",1,"에코프로비엠의 분기보고서 (2024.03)에 기재된 기타특수관계자의 종업원에게 부여한 주식선택권 수량은 **3,247주**입니다.  근거: report_id(periodic_20240514001631, chunk_id(main::P16::C29))",1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,2,0,1,1,0,0,정답,1,1,0,,answered,1,0,none,closed,lookup,,9.43,292.4,183.4,83.6,0.1,6248.9,3741.5,6.1,0.9,2596.1,9430.4,0.0,1
