id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec
G0023,한화오션의 2025년 08월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,한화오션,exchange,"10,776,000,000,000",1,"최근매출액은 10,776,000,000,000원입니다.  근거: exchange_20250827800001, exchange_20250729800036, exchange_20250722800022, exchange_20250729800308, exchange_20250905800030, exchange_20251001800067, exchange_20250917800008",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,0.1429,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,76.94
G0024,두산에너빌리티의 신규시설투자등에 기재된 투자금액은 얼마인가?,두산에너빌리티,exchange,"806,800,000,000",1,"투자금액: 806,800,000,000원   근거: report_id(exchange_20251217800832)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,33.72
G0025,삼성중공업의 2023년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,삼성중공업,exchange,11.7,1,삼성중공업의 2023년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 11.7%입니다.  근거: report_id(exchange_20230703800336),1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,77.21
G0026,현대건설의 2024년 05월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,현대건설,exchange,"21,239,081,840,150",1,"현대건설의 2024년 05월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 확인할 수 없습니다.   근거: exchange_20240223800627, exchange_20240716800272, exchange_20240115800806, exchange_20240822800251, exchange_20241224800517",0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,0,0,0,0,1,거부(검색실패),1,1,1,,answered,1,0,none,closed,lookup,,76.32
G0027,현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후정기주주총회에서결의된이익배당금액및관련이익준비금은 얼마인가?,현대자동차,major,"2,212,882,029,900",1,"현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후 정기주주총회에서 결의된 이익배당금액 및 관련 이익준비금은 2,212,882,029,900원입니다.  근거: EVIDENCE 1, chunk_id: major_20241127000199::main::C3",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,84.61
G0028,신한지주의 2024년 02월 주요사항보고서(자기주식취득결정)에 기재된 자본금의액은 얼마인가?,신한지주,major,"2,969,641,060,000",1,"자본금의액: 2,969,641,060,000원   근거: FACT(report_id: major_20241025000162), FACT(report_id: major_20240426000306), FACT(report_id: major_20240208000535)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.3333,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,90.83
G0029,한전기술의 2026년 02월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한전기술,exchange,"24,725,295,030",1,"한전기술의 2026년 02월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 다음과 같습니다:  - 하동복합 1호기 건설사업 종합설계기술용역: 24,725,295,030원 - 신고리원자력발전소 5,6호기 원자로계통설계: 214,781,736,017원  근거: exchange_20260209801845, exchange_20260109800243",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,2,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,33.1
G0030,한화에어로스페이스의 2025년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한화에어로스페이스,exchange,"351,758,967,000",1,"한화에어로스페이스의 2025년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 351,758,967,000원입니다.  근거: report_id(exchange_20250724800230)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,78.9
G0031,셀트리온의 2023년 03월 주요사항보고서(자기주식취득결정)에 기재된 자본금의액은 얼마인가?,셀트리온,major,"137,947,128,000",1,"자본금의액: 137,947,128,000원   자본금의액: 140,805,210,000원    근거: major_20230303000185, major_20230201000013, major_20230622000117, major_20230705000003, major_20230828000192, major_20231023000067, major_20231109000119",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.1429,,2,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,93.08
G0032,현대건설의 2023년 11월 [기재정정]단일판매ㆍ공급계약체결(자율공시)에 기재된 최근매출액은 얼마인가?,현대건설,exchange,"18,825,014,316,041",1,"현대건설의 2023년 11월 [기재정정]단일판매ㆍ공급계약체결(자율공시)에 기재된 최근매출액은 21,239,081,840,150원입니다.  근거: exchange_20231108800059::main::C1",0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,1,0,0,0,0,검색실패,1,1,1,,answered,1,0,none,closed,lookup,,39.92
G0033,LG에너지솔루션의 2025년 12월 단일판매ㆍ공급계약해지에 기재된 해지금액은 얼마인가?,LG에너지솔루션,exchange,"3,921,711,000,000",1,"2025년 12월에 LG에너지솔루션이 단일판매ㆍ공급계약을 해제한 사례 중, 2025년 12월 26일에 해지된 계약의 해지금액은 3,921,711,000,000원입니다.  또한, 2025년 12월 17일에 해지된 계약의 해지금액은 9,603,075,000,000원입니다.  두 계약 모두 2025년 12월에 해지되었으므로, 요청하신 정보에 해당합니다.  근거: exchange_20251226800706, exchange_20251217800800",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,2,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,77.17
G0034,한화에어로스페이스의 2025년 04월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,한화에어로스페이스,exchange,"11,240,121,484,118",1,"한화에어로스페이스의 2025년 04월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 11,240,121,484,118원입니다.  근거: exchange_20250407801158::main::C1, exchange_20250403800374::main::C1",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,0.5,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,78.05
G0035,한미반도체의 2024년 11월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 자기주식취득금액한도는 얼마인가?,한미반도체,major,"174,268,158,588",1,"한미반도체의 2024년 11월 주요사항보고서에 기재된 자기주식취득금액한도는 174,268,158,588원입니다.  근거: FACT (한미반도체 / 주요사항보고서(자기주식취득 신탁계약 체결 결정) / 20241112) [report_id: major_20241112000137]",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,97.69
G0036,고려아연의 2023년 11월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도말이후이사회에서결의된분기ㆍ중간배당금액및관련이익준비금은 얼마인가?,고려아연,major,"198,631,580,000",1,"고려아연의 2023년 11월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도말이후 이사회에서 결의된 분기ㆍ중간배당금액 및 관련 이익준비금은 다음과 같습니다:  - 분기ㆍ중간배당금액: 198,631,580,000원   - 관련 이익준비금: 198,631,580,000원    근거: major_20231109000193::main::C2, major_20231109000193::main::C3",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,36.44
G0037,신한지주의 2024년 02월 주요사항보고서(자기주식취득결정)에 기재된 순자산액은 얼마인가?,신한지주,major,"26,099,140,212,557",1,"순자산액: 26,099,140,212,557원   근거: report_id(major_20241025000162), report_id(major_20240426000306), report_id(major_20240208000535)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.3333,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,81.71
G0038,메리츠금융지주의 2026년 02월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 대통령령이정하는미실현이익은 얼마인가?,메리츠금융지주,major,"27,549",1,"대통령령이 정하는 미실현이익은 다음과 같습니다:  1. 2026년 2월 9일 공시 기준: 27,549백만 원   2. 2026년 3월 26일 공시 기준: 26,205백만 원    근거: report_id(major_20260209000461), report_id(major_20260326000277)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,2,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,83.25
G0039,현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도까지적립된자본준비금과이익준비금의합계액은 얼마인가?,현대자동차,major,"5,021,437,171,806",1,"현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도까지 적립된 자본준비금과 이익준비금의 합계액은 **5,021,437,171,806원**입니다.  근거: report_id(major_20241127000199)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,80.77
G0040,두산로보틱스의 유상증자결정에 기재된 1주당액면가액은 얼마인가?,두산로보틱스,major,500,1,500원   근거: report_id(major_20230823000334),1,1,1,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,1.0,1.0,1주당액면가액,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,35.06
G0041,알테오젠의 주요사항보고서(유상증자결정)에 기재된 보통주식은 얼마인가?,알테오젠,major,"53,318,828",1,"보통주식: 53,318,828 주   근거: FACT [report_id: major_20250204000409]",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,85.16
G0042,OCI홀딩스의 2024년 01월 주요사항보고서(유상증자결정)에 기재된 1개월평균은 얼마인가?,OCI홀딩스,major,"37,690",1,필수 항목(1개월평균)을 공시 근거에서 확인할 수 없어 답변하지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,0.0,,,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,calculate,,196.25
G0043,한미반도체의 2024년 04월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 자기주식취득금액한도는 얼마인가?,한미반도체,major,"244,242,444,169",1,"한미반도체의 2024년 04월 주요사항보고서에 기재된 자기주식취득금액한도는 244,242,444,169원입니다.  근거: report_id(major_20240423000005)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,93.77
G0044,현대글로비스의 2023년 10월 신규시설투자등에 기재된 투자금액은 얼마인가?,현대글로비스,exchange,"2,492,215,574,520",1,"2,492,215,574,520 원  근거: report_id(exchange_20231026800363)",1,1,1,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,1.0,1.0,투자금액,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,81.48
G0045,기아의 2023년 01월 [기재정정]주요사항보고서(자기주식취득결정)에 기재된 순자산액은 얼마인가?,기아,major,"25,575,912",1,"순자산액: 25,575,912백만 원   근거: report_id(major_20230127000603)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,11.3
G0046,메리츠금융지주의 2024년 03월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도까지적립된자본준비금과이익준비금의합계액은 얼마인가?,메리츠금융지주,major,"789,794",1,"메리츠금융지주의 2024년 03월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도까지 적립된 자본준비금과 이익준비금의 합계액은 789,794백만 원입니다.  근거: report_id(major_20240925000359), report_id(major_20240322000660)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,82.74
G0047,SK텔레콤의 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 대통령령이정하는미실현이익은 얼마인가?,SK텔레콤,major,"253,711,585,961",1,"대통령령이 정하는 미실현이익은 253,711,585,961원입니다.  근거: report_id(major_20230727000001)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,93.74
G0048,미래에셋증권의 2026년 01월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후정기주주총회에서결의된이익배당금액및관련이익준비금은 얼마인가?,미래에셋증권,major,"161,321,023,325",1,"미래에셋증권의 2026년 01월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후정기주주총회에서결의된이익배당금액및관련이익준비금은 161,321,023,325원입니다.  근거: EVIDENCE 5, chunk_id: major_20260127000099::main::C2",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,1,1,0,0,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,89.81
G0049,미래에셋증권의 2025년 08월 [기재정정]주요사항보고서(자기주식취득결정)에 기재된 자본금의액은 얼마인가?,미래에셋증권,major,"4,101,960,790,000",1,"자본금의액: 4,101,960,790,000원   근거: report_id(major_20250828001452)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,18.71
