id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec
G0013,메리츠금융지주의 2023년 03월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도말이후자기주식취득금액은 얼마인가?,메리츠금융지주,major,"136,602",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,직전사업연도말이후자기주식취득금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0014,셀트리온의 2025년 09월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후자기주식취득금액은 얼마인가?,셀트리온,major,"803,536,571,247",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,직전사업연도말이후자기주식취득금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0015,OCI홀딩스의 2023년 09월 [기재정정]주요사항보고서(유상증자결정)에 기재된 산술평균D=(A+B+C)/3는 얼마인가?,OCI홀딩스,major,"141,238.2",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,2,0,0,2,0.0,1.0,0.0,,산술평균D=(A+B+C)/3 / [기재정정]주요사항보고서,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,calculate,,0.0
G0016,한화오션의 2025년 11월 단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한화오션,exchange,"757,700,000,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,계약금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0017,현대건설의 2023년 09월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,현대건설,exchange,5.77,1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,매출액대비,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0018,한국항공우주의 2024년 03월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,한국항공우주,exchange,"2,786,023,511,399",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0019,셀트리온의 2023년 09월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,셀트리온,exchange,18.55,1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,매출액대비,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0020,대우건설의 2025년 11월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,대우건설,exchange,"707,892,655,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,계약금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0021,대우건설의 2025년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,대우건설,exchange,"8,136,705,736,642",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0022,삼성바이오로직스의 2025년 11월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,삼성바이오로직스,exchange,"535,805,801,067",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0023,한화오션의 2025년 08월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,한화오션,exchange,"10,776,000,000,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0024,두산에너빌리티의 신규시설투자등에 기재된 투자금액은 얼마인가?,두산에너빌리티,exchange,"806,800,000,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,투자금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0025,삼성중공업의 2023년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,삼성중공업,exchange,11.7,1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,매출액대비,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0026,현대건설의 2024년 05월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,현대건설,exchange,"21,239,081,840,150",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0027,현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후정기주주총회에서결의된이익배당금액및관련이익준비금은 얼마인가?,현대자동차,major,"2,212,882,029,900",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0028,신한지주의 2024년 02월 주요사항보고서(자기주식취득결정)에 기재된 자본금의액은 얼마인가?,신한지주,major,"2,969,641,060,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,자본금의액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0029,한전기술의 2026년 02월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한전기술,exchange,"24,725,295,030",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,계약금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0030,한화에어로스페이스의 2025년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한화에어로스페이스,exchange,"351,758,967,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,계약금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0031,셀트리온의 2023년 03월 주요사항보고서(자기주식취득결정)에 기재된 자본금의액은 얼마인가?,셀트리온,major,"137,947,128,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,자본금의액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0032,현대건설의 2023년 11월 [기재정정]단일판매ㆍ공급계약체결(자율공시)에 기재된 최근매출액은 얼마인가?,현대건설,exchange,"18,825,014,316,041",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0033,LG에너지솔루션의 2025년 12월 단일판매ㆍ공급계약해지에 기재된 해지금액은 얼마인가?,LG에너지솔루션,exchange,"3,921,711,000,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,해지금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0034,한화에어로스페이스의 2025년 04월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,한화에어로스페이스,exchange,"11,240,121,484,118",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0035,한미반도체의 2024년 11월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 자기주식취득금액한도는 얼마인가?,한미반도체,major,"174,268,158,588",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,자기주식취득금액한도,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0036,고려아연의 2023년 11월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도말이후이사회에서결의된분기ㆍ중간배당금액및관련이익준비금은 얼마인가?,고려아연,major,"198,631,580,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0037,신한지주의 2024년 02월 주요사항보고서(자기주식취득결정)에 기재된 순자산액은 얼마인가?,신한지주,major,"26,099,140,212,557",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,순자산액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0038,메리츠금융지주의 2026년 02월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 대통령령이정하는미실현이익은 얼마인가?,메리츠금융지주,major,"27,549",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,대통령령이정하는미실현이익,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0039,현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도까지적립된자본준비금과이익준비금의합계액은 얼마인가?,현대자동차,major,"5,021,437,171,806",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,직전사업연도까지적립된자본준비금과이익준비금의합계액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0040,두산로보틱스의 유상증자결정에 기재된 1주당액면가액은 얼마인가?,두산로보틱스,major,500,1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,1주당액면가액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0041,알테오젠의 주요사항보고서(유상증자결정)에 기재된 보통주식은 얼마인가?,알테오젠,major,"53,318,828",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,보통주식,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0042,OCI홀딩스의 2024년 01월 주요사항보고서(유상증자결정)에 기재된 1개월평균은 얼마인가?,OCI홀딩스,major,"37,690",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,1개월평균,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,calculate,,0.0
G0043,한미반도체의 2024년 04월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 자기주식취득금액한도는 얼마인가?,한미반도체,major,"244,242,444,169",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,자기주식취득금액한도,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0044,현대글로비스의 2023년 10월 신규시설투자등에 기재된 투자금액은 얼마인가?,현대글로비스,exchange,"2,492,215,574,520",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,투자금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0045,기아의 2023년 01월 [기재정정]주요사항보고서(자기주식취득결정)에 기재된 순자산액은 얼마인가?,기아,major,"25,575,912",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,순자산액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0046,메리츠금융지주의 2024년 03월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도까지적립된자본준비금과이익준비금의합계액은 얼마인가?,메리츠금융지주,major,"789,794",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,직전사업연도까지적립된자본준비금과이익준비금의합계액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0047,SK텔레콤의 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 대통령령이정하는미실현이익은 얼마인가?,SK텔레콤,major,"253,711,585,961",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,대통령령이정하는미실현이익,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0048,미래에셋증권의 2026년 01월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후정기주주총회에서결의된이익배당금액및관련이익준비금은 얼마인가?,미래에셋증권,major,"161,321,023,325",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0049,미래에셋증권의 2025년 08월 [기재정정]주요사항보고서(자기주식취득결정)에 기재된 자본금의액은 얼마인가?,미래에셋증권,major,"4,101,960,790,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,자본금의액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0050,하나금융지주의 2025년 02월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 순자산액은 얼마인가?,하나금융지주,major,"19,068,375",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,순자산액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0051,레인보우로보틱스의 2025년 12월 [기재정정]신규시설투자등에 기재된 자기자본대비는 얼마인가?,레인보우로보틱스,exchange,21.8,1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,자기자본대비,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0052,한화에어로스페이스의 2025년 05월 [기재정정]주요사항보고서(유상증자결정)에 기재된 1주당액면가액은 얼마인가?,한화에어로스페이스,major,"5,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,2,0,0,2,0.0,1.0,0.0,,[기재정정]주요사항보고서 / 1주당액면가액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0053,미래에셋증권의 2023년 10월 주요사항보고서(자기주식취득결정)에 기재된 자기주식취득금액한도는 얼마인가?,미래에셋증권,major,"310,428,673,261",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,자기주식취득금액한도,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0054,레인보우로보틱스의 2026년 03월 [기재정정]신규시설투자등에 기재된 투자금액은 얼마인가?,레인보우로보틱스,exchange,"28,533,520,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,투자금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0055,기아의 2025년 03월 주요사항보고서(자기주식취득결정)에 기재된 대통령령이정하는미실현이익은 얼마인가?,기아,major,"673,518",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,대통령령이정하는미실현이익,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0056,신한지주의 2023년 10월 주요사항보고서(자기주식취득결정)에 기재된 자본금의액은 얼마인가?,신한지주,major,"2,969,641,060,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,자본금의액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0057,한미반도체의 2023년 10월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 순자산액은 얼마인가?,한미반도체,major,"375,216,541,916",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,순자산액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0058,파마리서치의 주요사항보고서(유상증자결정)에 기재된 보통주식은 얼마인가?,파마리서치,major,"10,464,152",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,보통주식,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0059,HD현대일렉트릭의 2023년 12월 신규시설투자등에 기재된 자기자본은 얼마인가?,HD현대일렉트릭,exchange,"831,200,000,000",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,value,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,자기자본,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,lookup,,0.0
G0060,"HD현대일렉트릭과 효성중공업 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",HD현대일렉트릭|효성중공업,exchange,"효성중공업 (HD현대일렉트릭 258,000,000,000 vs 효성중공업 787,063,743,500)",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,compare,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,계약금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,compare,,0.0
G0061,"한화에어로스페이스와 두산에너빌리티 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",한화에어로스페이스|두산에너빌리티,exchange,"두산에너빌리티 (한화에어로스페이스 3,447,474,448,960 vs 두산에너빌리티 4,928,968,079,043)",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,compare,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,계약금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,compare,,0.0
G0062,"현대글로비스와 한국항공우주 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",현대글로비스|한국항공우주,exchange,"한국항공우주 (현대글로비스 3,365,500,000,000 vs 한국항공우주 4,208,082,182,382)",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,compare,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,계약금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,compare,,0.0
G0063,"한미반도체와 삼성바이오로직스 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",한미반도체|삼성바이오로직스,exchange,"삼성바이오로직스 (한미반도체 149,919,000,000 vs 삼성바이오로직스 2,074,694,843,000)",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,compare,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,계약금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,compare,,0.0
G0064,"셀트리온과 한미약품 중, 각각 공시한 단일판매·공급계약 가운데 최대 계약금액은 얼마이며 더 큰 쪽은 어느 기업인가?",셀트리온|한미약품,exchange,"셀트리온 (셀트리온 423,600,000,000 vs 한미약품 65,806,119,333)",1,제공된 DART 공시 근거에서는 확인되지 않습니다.,0,0,0,compare,1,0,0,,,0,0,1,0,0,1,0.0,1.0,0.0,,계약금액,0,0,0,0,1,거부(검색실패),0,0,0,,abstention_gate,0,2,,closed,compare,,0.0
