id,query,company,doc_group,gold,n_gold,answer,answer_hit,answer_hit_exact,graded_hit,gold_kind,gradeable,required_n,required_matched,required_coverage,required_missing,bonus_n,bonus_matched,n_required,n_covered,n_acknowledged,n_silent,field_coverage,silent_omission_rate,citation_recall,citation_precision,silent_fields,n_answer_numbers,gold_position,evidence_hit,citation_hit,refusal,label,numbers_grounded,has_citation,validation_passed,ungrounded,stopped_at,hcx_calls,retries,thinking,answer_mode,task,error,elapsed_sec,ms_bm25,ms_dense,ms_sparse,ms_fusion,ms_rerank,ms_facts,ms_expand,ms_process,ms_hcx,ms_total,ms_other,n_searches
G0014,셀트리온의 2025년 09월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후자기주식취득금액은 얼마인가?,셀트리온,major,"803,536,571,247",1,"직전사업연도말이후자기주식취득금액은 다음과 같습니다:  - 2025년 9월 17일: 803,536,571,247원 - 2025년 7월 21일: 671,906,623,127원 - 2025년 6월 26일: 571,838,768,647원 - 2025년 5월 28일: 471,770,232,195원 - 2025년 4월 28일: 340,672,713,100원 - 2025년 4월 3일: 245,186,546,630원 - 2025년 3월 21일: 636,936,855,907원 - 2025년 2월 19일: 535,069,570,177원  질문에 시점이 명시되지 않았으므로 해당 정보를 모두 제공합니다.  근거: FACT [major_20250917000073, major_20250721000035, major_20250626000003, major_20250528000403, major_20250428000097, major_20250403000024, major_20250321000011, major_20250219000002]",1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.125,,8,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,39.51,229.7,81.2,388.6,0.1,2839.0,46.6,0.1,0.2,35966.8,39508.4,0.0,1
G0015,OCI홀딩스의 2023년 09월 [기재정정]주요사항보고서(유상증자결정)에 기재된 산술평균D=(A+B+C)/3는 얼마인가?,OCI홀딩스,major,"141,238.2",1,"산술평균 $D$는 $\frac{A + B + C}{3}$로 계산되며, 여기서 $A$, $B$, $C$는 각각 다음과 같습니다:  - $A$: 2023년 08월 24일의 종가와 거래량을 이용해 계산된 가중산술평균주가 ($97,500$) - $B$: 2023년 08월 25일의 종가와 거래량을 이용해 계산된 가중산술평균주가 ($95,800$) - $C$: 2023년 08월 28일의 종가와 거래량을 이용해 계산된 가중산술평균주가 ($99,900$)  이를 바탕으로 산술평균 $D$를 계산하면:  $$D = \frac{97,500 + 95,800 + 99,900}{3} = \frac{293,200}{3} \approx 97,733.33$$  그러나, 주어진 정보에 따르면 산술평균 $D$는 $141,238.2$로 명시되어 있습니다. 따라서, 제공된 정보를 기반으로 하면 산술평균 $D$는 $141,238.2$입니다.  근거: report_id(major_20230921000281)",1,0,1,value,1,0,0,,,0,0,2,0,0,2,0.0,1.0,1.0,1.0,산술평균D=(A+B+C)/3 / [기재정정]주요사항보고서,6,6,1,1,0,정답,0,1,0,293200 / 97733.33,answered,1,0,none,closed,calculate,,9.09,240.0,101.7,48.5,0.0,3262.9,41.1,0.1,0.2,5434.2,9090.7,0.0,1
G0016,한화오션의 2025년 11월 단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한화오션,exchange,"757,700,000,000",1,"한화오션의 2025년 11월 단일판매ㆍ공급계약체결 중 VLCC 4척의 계약금액은 757,700,000,000원입니다.  근거: report_id(exchange_20251124800090)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.04,45.1,71.7,403.4,0.0,1838.0,9.3,0.0,0.1,1674.6,4035.9,0.0,1
G0017,현대건설의 2023년 09월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,현대건설,exchange,5.77,1,현대건설의 2023년 09월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 5.77%입니다.  근거: report_id(exchange_20230918800156),1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.14,190.5,73.2,365.6,0.0,1273.0,86.0,0.1,0.2,2234.3,4139.8,0.0,1
G0018,한국항공우주의 2024년 03월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,한국항공우주,exchange,"2,786,023,511,399",1,"최근매출액은 2,786,023,511,399원입니다.  근거: exchange_20240326800001::main::C1, exchange_20240326800003::main::C1",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,0.5,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,2.79,229.1,66.8,376.8,0.0,494.9,0.0,0.0,0.0,1618.4,2788.3,2.1,1
G0019,셀트리온의 2023년 09월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,셀트리온,exchange,18.55,1,셀트리온의 2023년 09월 단일판매ㆍ공급계약체결에 기재된 매출액대비는 18.55%입니다.  근거: FACT(exchange_20230925800006),1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,5.07,37.2,80.1,63.2,0.0,3261.6,8.2,0.1,0.2,1624.8,5069.6,0.0,1
G0020,대우건설의 2025년 11월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,대우건설,exchange,"707,892,655,000",1,"대우건설의 2025년 11월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 다음과 같습니다:  - 2025년 11월 21일 공시된 계약금액: 707,892,655,000원   - 2025년 11월 28일 공시된 계약금액: 538,809,316,124원   - 2025년 11월 5일 공시된 계약금액: 330,047,300,000원   - 2025년 11월 3일 공시된 계약금액: 350,917,200,000원    질문에 시점이 명시되지 않아 해당하는 공시를 모두 제시합니다.  근거: report_id(exchange_20251121800001), report_id(exchange_20251128800557), report_id(exchange_20251105800345), report_id(exchange_20251103800680)",1,0,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.25,,4,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,36.71,190.9,75.3,384.9,0.0,1070.2,56.5,0.1,0.2,34985.9,36710.5,0.0,1
G0021,대우건설의 2025년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,대우건설,exchange,"8,136,705,736,642",1,"최근매출액은 8,685,207,679,669원입니다.  근거: report_id(exchange_20250730800107::main::C1)",0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,1,0,1,1,0,답변실패,1,1,1,,answered,1,0,none,closed,lookup,,3.11,43.9,85.5,386.9,0.0,1069.2,0.0,0.0,0.0,1523.3,3111.4,2.5,1
G0022,삼성바이오로직스의 2025년 11월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,삼성바이오로직스,exchange,"535,805,801,067",1,"최근매출액은 4,547,322,176,421원입니다.  근거: exchange_20251106800105::main::C1",0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,1,0,1,1,0,답변실패,1,1,1,,answered,1,0,none,closed,lookup,,2.89,218.8,68.9,379.1,0.0,743.5,0.0,0.0,0.0,1473.2,2885.4,1.9,1
G0023,한화오션의 2025년 08월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,한화오션,exchange,"10,776,000,000,000",1,"최근매출액(원): 10,776,000,000,000   근거: exchange_20250827800001, exchange_20250729800036, exchange_20250722800022, exchange_20250729800308, exchange_20250905800030, exchange_20251001800067, exchange_20250917800008",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,0.1429,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.24,45.4,69.0,369.4,0.0,1834.1,0.0,0.0,0.0,1919.7,4239.7,2.0,1
G0024,두산에너빌리티의 신규시설투자등에 기재된 투자금액은 얼마인가?,두산에너빌리티,exchange,"806,800,000,000",1,"투자금액: 806,800,000,000원   근거: report_id(exchange_20251217800832)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.42,230.2,75.6,340.9,0.0,1525.4,32.3,0.1,0.2,1245.1,3419.7,0.0,1
G0025,삼성중공업의 2023년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 얼마인가?,삼성중공업,exchange,11.7,1,삼성중공업의 2023년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 매출액대비는 11.7%입니다.  근거: report_id(exchange_20230703800336),1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,2.38,35.0,77.1,388.7,0.0,303.4,1.2,0.0,0.1,1572.6,2379.2,0.9,1
G0026,현대건설의 2024년 05월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,현대건설,exchange,"21,239,081,840,150",1,현대건설의 2024년 05월 [기재정정]단일판매ㆍ공급계약체결에 기재된 최근매출액은 확인할 수 없습니다.   근거: report_id(exchange_20241224800517),0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,0,0,0,0,1,거부(검색실패),1,1,1,,answered,1,0,none,closed,lookup,,2.38,29.8,70.1,385.9,0.0,356.0,0.0,0.0,0.0,1536.2,2379.9,1.9,1
G0027,현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후정기주주총회에서결의된이익배당금액및관련이익준비금은 얼마인가?,현대자동차,major,"2,212,882,029,900",1,"현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도말이후 정기주주총회에서 결의된 이익배당금액 및 관련 이익준비금은 2,212,882,029,900원입니다.  근거: EVIDENCE 1",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,0.0,,,1,1,1,1,0,정답,1,0,0,,answered,1,0,none,closed,lookup,,3.82,255.7,86.1,391.8,0.0,1008.6,0.0,0.1,0.0,2075.5,3819.7,2.0,1
G0028,신한지주의 2024년 02월 주요사항보고서(자기주식취득결정)에 기재된 자본금의액은 얼마인가?,신한지주,major,"2,969,641,060,000",1,"자본금의액: 2,969,641,060,000원   근거: report_id(major_20241025000162), report_id(major_20240426000306), report_id(major_20240208000535)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.3333,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,75.19,253.3,100.2,385.5,0.0,1787.6,33.5,0.1,0.2,72659.7,75188.7,0.0,1
G0029,한전기술의 2026년 02월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한전기술,exchange,"24,725,295,030",1,"한전기술의 2026년 02월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 다음과 같습니다:  - 하동복합 1호기 건설사업 종합설계기술용역: 24,725,295,030원 - 신고리원자력발전소 5,6호기 원자로계통설계: 214,781,736,017원  두 계약 모두 한전기술의 2026년 02월 [기재정정]단일판매ㆍ공급계약체결에 포함되어 있으며, 각각의 계약금액은 위와 같습니다.  근거:  - report_id(exchange_20260209801845, chunk_id: exchange_20260209801845::main::C1) - report_id(exchange_20260109800243, chunk_id: exchange_20260109800243::main::C1)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,2,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.1,30.3,68.3,407.2,0.0,185.3,1.8,0.0,0.1,3403.8,4096.7,0.0,1
G0030,한화에어로스페이스의 2025년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 얼마인가?,한화에어로스페이스,exchange,"351,758,967,000",1,"한화에어로스페이스의 2025년 07월 [기재정정]단일판매ㆍ공급계약체결에 기재된 계약금액은 351,758,967,000원입니다.  근거: report_id(exchange_20250724800230)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.34,242.6,72.6,379.3,0.0,615.4,36.2,0.1,0.2,2028.9,3341.8,0.0,1
G0031,셀트리온의 2023년 03월 주요사항보고서(자기주식취득결정)에 기재된 자본금의액은 얼마인가?,셀트리온,major,"137,947,128,000",1,"자본금의 액: 137,947,128,000원  근거: report_id(major_20230303000185)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.66,42.4,68.8,385.0,0.0,2730.3,1.9,0.1,0.2,1427.2,4657.2,1.3,1
G0032,현대건설의 2023년 11월 [기재정정]단일판매ㆍ공급계약체결(자율공시)에 기재된 최근매출액은 얼마인가?,현대건설,exchange,"18,825,014,316,041",1,"현대건설의 2023년 11월 [기재정정]단일판매ㆍ공급계약체결(자율공시)에 기재된 최근매출액은 21,239,081,840,150원입니다.  근거: exchange_20231108800059::main::C1",0,0,0,value,1,0,0,,,0,0,0,0,0,0,,,0.0,0.0,,1,0,0,0,0,검색실패,1,1,1,,answered,1,0,none,closed,lookup,,3.21,67.8,73.7,419.2,0.0,610.5,0.0,0.0,0.0,2035.0,3209.0,2.7,1
G0033,LG에너지솔루션의 2025년 12월 단일판매ㆍ공급계약해지에 기재된 해지금액은 얼마인가?,LG에너지솔루션,exchange,"3,921,711,000,000",1,"LG에너지솔루션의 2025년 12월 단일판매ㆍ공급계약해지에 기재된 해지금액은 다음과 같습니다:  1. 2025년 12월 26일에 해지된 계약의 해지금액: 3,921,711,000,000원   2. 2025년 12월 17일에 해지된 계약의 해지금액: 9,603,075,000,000원    두 가지 해지금액이 각각 다른 날짜에 기록되었습니다. 따라서 요청하신 정보에 따라 각각의 해지금액을 제공합니다.  근거: report_id(exchange_20251226800706), report_id(exchange_20251217800800)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,2,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.44,39.9,69.1,365.6,0.0,804.6,3.3,0.0,0.2,3157.1,4438.9,0.0,1
G0034,한화에어로스페이스의 2025년 04월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 얼마인가?,한화에어로스페이스,exchange,"11,240,121,484,118",1,"한화에어로스페이스의 2025년 04월 단일판매ㆍ공급계약체결에 기재된 최근매출액은 11,240,121,484,118원입니다.  근거: exchange_20250407801158::main::C1, exchange_20250403800374::main::C1",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,0.5,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.52,47.4,69.3,366.6,0.0,1144.8,0.0,0.0,0.0,1888.8,3519.0,2.1,1
G0035,한미반도체의 2024년 11월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 자기주식취득금액한도는 얼마인가?,한미반도체,major,"174,268,158,588",1,"한미반도체의 2024년 11월 주요사항보고서에 기재된 자기주식취득금액한도는 174,268,158,588원입니다.  근거: FACT [report_id: major_20241112000137]",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,74.89,228.0,70.4,392.0,0.0,1995.0,45.0,0.1,0.1,72201.9,74890.0,0.0,1
G0036,고려아연의 2023년 11월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도말이후이사회에서결의된분기ㆍ중간배당금액및관련이익준비금은 얼마인가?,고려아연,major,"198,631,580,000",1,"고려아연의 2023년 11월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 직전사업연도말이후 이사회에서 결의된 분기ㆍ중간배당금액 및 관련 이익준비금은 다음과 같습니다:  - 분기ㆍ중간배당금액: 198,631,580,000원 - 관련 이익준비금: 198,631,580,000원  근거: report_id(major_20231109000193, chunk_id=major_20231109000193::main::C3)",1,1,1,value,1,0,0,,,0,0,0,0,0,0,,,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.44,254.4,114.0,404.6,0.0,632.9,0.0,0.1,0.0,3029.6,4437.4,1.8,1
G0037,신한지주의 2024년 02월 주요사항보고서(자기주식취득결정)에 기재된 순자산액은 얼마인가?,신한지주,major,"26,099,140,212,557",1,"순자산액: 26,099,140,212,557원   근거: report_id(major_20241025000162), report_id(major_20240426000306), report_id(major_20240208000535)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.3333,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.04,74.6,90.6,428.5,0.0,1784.7,2.5,0.0,0.2,1658.9,4040.0,0.0,1
G0038,메리츠금융지주의 2026년 02월 주요사항보고서(자기주식취득신탁계약체결결정)에 기재된 대통령령이정하는미실현이익은 얼마인가?,메리츠금융지주,major,"27,549",1,"대통령령이 정하는 미실현이익은 다음과 같습니다:  1. 2026년 2월 9일 공시 기준: 27,549백만 원   2. 2026년 3월 26일 공시 기준: 26,205백만 원    근거: report_id(major_20260209000461), report_id(major_20260326000277)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,0.5,,2,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,3.82,76.7,93.2,392.1,0.0,1015.1,3.3,0.1,0.2,2240.1,3819.7,0.0,1
G0039,현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도까지적립된자본준비금과이익준비금의합계액은 얼마인가?,현대자동차,major,"5,021,437,171,806",1,"현대자동차의 2024년 11월 주요사항보고서(자기주식취득결정)에 기재된 직전사업연도까지 적립된 자본준비금과 이익준비금의 합계액은 **5,021,437,171,806원**입니다.  근거: report_id(major_20241127000199)",1,1,1,value,1,0,0,,,0,0,1,1,0,0,1.0,0.0,1.0,1.0,,1,1,1,1,0,정답,1,1,1,,answered,1,0,none,closed,lookup,,4.15,41.0,113.0,511.0,0.0,1280.0,2.1,0.1,0.2,2201.3,4149.1,0.5,1
